metric,metric_label,region,window,states,climate,n_winters,n_stations,r,r2,signed_r2,bh_r_mean,bh_r_sd,bh_r2_mean,bh_r2_sd,sig_2sigma,sig_2sigma_cal,p_perm,mean_nino,mean_nina,n_nino,n_nina,r2_phase,r2_index,r2_strength_gain,r2_within_nino,r2_within_nina,slope_within_nino,fdr_significant,n_tests
mean_depth,Base (mean snow depth),Selkirks (Schweitzer),Spring,ID,transitional,25,7,-0.5400349264239438,0.2916377217577144,-0.2916377217577144,-0.5436400230791545,0.054067647288332174,0.2984677851767991,0.058786674039328975,True,True,0.00639872025594881,-0.5962105686591213,0.7004990066937112,9,9,0.4195993227161985,0.2916377217577144,-0.12796160095848408,0.05698518670954767,0.07764697958041525,0.29315021036755157,False,944
days_with_base,Days per 30 with a skiable base,Madison & Gallatin (Big Sky),Spring,MT,continental,60,7,-0.3387198587784368,0.11473114273088417,-0.11473114273088417,-0.3462845215767559,0.05042197496292672,0.12245534544280472,0.03492069895398448,True,True,0.00639872025594881,-0.3553296222425059,0.24237686670400535,20,22,0.1597910652185588,0.11473114273088417,-0.045059922487674625,0.006694164790117179,0.010270656135442072,0.1271821721512809,False,944
mean_depth,Base (mean snow depth),North Cascades (Mt Baker),Spring,WA,maritime,25,7,-0.5340665842651146,0.2852271164286067,-0.2852271164286067,-0.5393984612218947,0.0531058726628223,0.29377093367982776,0.05729045199234447,True,True,0.0065986802639472104,-0.7365523193207691,0.6758544245063314,9,9,0.43428053235675923,0.2852271164286067,-0.14905341592815252,0.0682165338866801,0.023733342794013575,0.3805719029832648,False,944
mean_depth,Base (mean snow depth),Central Cascades (Stevens/Snoqualmie),Spring,WA,maritime,28,21,-0.5238025520136248,0.27436911349598614,-0.27436911349598614,-0.5287298889675067,0.055870867195021344,0.2826768492887157,0.0590811948170839,True,True,0.0065986802639472104,-0.7170253073616513,0.5572834796681531,9,12,0.3866569110051248,0.27436911349598614,-0.11228779750913864,0.10467366424081728,0.06622394234910706,0.4465303807732883,False,944
mean_swe,Base (mean SWE in window),Jemez (Pajarito),Midwinter,NM,continental,46,7,0.3959421586812059,0.15677019302113324,0.15677019302113324,0.3952944861191815,0.05704861070907289,0.15951227474006313,0.04510200250811241,True,True,0.0065986802639472104,0.5914453473705397,-0.17217099741410297,15,16,0.20894072142896924,0.15677019302113324,-0.05217052840783601,0.05945493758408856,0.01456320472008345,0.1877501609463513,False,944
storm_days,Storm days per 30 (>= 2 in of new snow),S Sangre de Cristo (Santa Fe),Spring,NM,continental,46,6,0.3976309439796539,0.15811036761015063,0.15811036761015063,0.39741138016725025,0.08691990163212368,0.16549087438617677,0.0690859161432478,True,True,0.006798640271945611,0.37839850832432326,-0.2043073388882315,15,16,0.09810363285037149,0.15811036761015063,0.060006734759779135,0.09242389633728312,0.051876568267446244,0.46789896540558135,False,944
mean_swe,Base (mean SWE in window),S Sangre de Cristo (Santa Fe),Holidays,NM,continental,46,6,0.3962302171207033,0.15699838495951965,0.15699838495951965,0.3963477321254134,0.06361968998746165,0.1611389897150592,0.05043103969010459,True,True,0.007198560287942412,0.5387403595203855,-0.21505764637570862,15,16,0.18262660797585417,0.15699838495951965,-0.025628223016334523,0.1732271906401779,0.01109490210543344,0.3891394053049319,False,944
new_snow_in_total,Total new snow in the window (in),Mt Hood,Spring,OR,maritime,48,10,-0.3806824556683781,0.14491913205370666,-0.14491913205370666,-0.3798701636295013,0.05507014872096235,0.14733406249605302,0.04183901281146588,True,True,0.007398520295940812,-0.3276762316194561,0.4929511396780097,16,16,0.1612046469088415,0.14491913205370666,-0.016285514855134853,0.014477056666461522,0.022035403414204832,-0.1439804633513393,False,944
storm_days,Storm days per 30 (>= 2 in of new snow),S Washington Cascades (Crystal/White Pass),Spring,WA,maritime,45,19,-0.400848651270337,0.16067964122524822,-0.16067964122524822,-0.3999349199569957,0.05322252494957386,0.16278057736301657,0.04257109251123405,True,True,0.007598480303939212,-0.4038041291797111,0.31157864683397585,15,16,0.14941813964712447,0.16067964122524822,0.01126150157812375,0.0022051723428442587,0.1070561751509805,-0.04669435734741852,False,944
mean_swe,Base (mean SWE in window),Jemez (Pajarito),Early season,NM,continental,46,7,0.3921978523834463,0.15381915541418753,0.15381915541418753,0.3918397194439763,0.05573009880021482,0.15664420964621573,0.0436745325569225,True,True,0.007598480303939212,0.4460070543877377,-0.36037554737916316,15,16,0.16177728536676705,0.15381915541418753,-0.007958129952579523,0.08712345757304027,0.023481644408380423,0.30378114607477724,False,944
new_snow_in_total,Total new snow in the window (in),S Sangre de Cristo (Santa Fe),Spring,NM,continental,46,6,0.3868465930786098,0.1496502865765275,0.1496502865765275,0.3869431112432053,0.08571007008178032,0.15707118745199525,0.06632984236463449,True,True,0.008198360327934412,0.35486079065863063,-0.21554054496971975,15,16,0.08549062014653463,0.1496502865765275,0.06415966642999288,0.08561600315792808,0.0852524529601339,0.4310286056923353,False,944
days_with_base,Days per 30 with a skiable base,Bitterroots (Lost Trail),Midwinter,MT+ID,transitional,59,12,-0.3459533180602323,0.11968369827688423,-0.11968369827688423,-0.34803824392138794,0.04668666212800006,0.12331026365253756,0.03249748780316062,True,True,0.008398320335932814,-0.2888017448031219,0.2967921231172039,20,22,0.1261255936748168,0.11968369827688423,-0.006441895397932565,0.00399907686792829,0.05587234882902478,0.0868048273348902,False,944
