region,window,metric,metric_label,unit,n_winters,all_winters,n_nino,mean_nino,n_nina,mean_nina,n_neutral,mean_neutral,nino_minus_all,nina_minus_all,nino_minus_nina,pct_change_nino,pct_change_nina
Chugach (Alyeska),Early season,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,43,2.431909893503905,15,2.694825556640143,15,2.788249280132487,13,1.7173848360829576,0.26291566313623793,0.3563393866285818,-0.09342372349234385,10.811077492572227,14.652655823327674
Chugach (Alyeska),Early season,storm_days_per_window,Storm days (>= 2 in of new snow),days,43,8.850511170033972,15,10.096763704043136,15,9.297193102128846,13,6.897125247606237,1.2462525340091641,0.44668193209487406,0.7995706019142901,14.081136219891134,5.046961960878012
Chugach (Alyeska),Early season,new_snow_in_total,Total new snow in the window,in,43,57.379179913434434,15,64.97340538339186,15,60.2940880730876,13,45.253256494652945,7.594225469957429,2.914908159653166,4.679317310304263,13.235158608775027,5.080079854837183
Chugach (Alyeska),Early season,days_with_base_per_window,Days with a skiable base,days,43,5.368773081467155,15,5.7737164424199365,15,6.677502631681348,13,3.3914581839668023,0.4049433609527817,1.308729550214193,-0.9037861892614112,7.542568009637699,24.37669706570182
Chugach (Alyeska),Early season,mean_swe_in,Average base (snow water equivalent),in,43,4.702577414307633,15,4.59881445510524,15,5.168834483486709,13,4.284314979719154,-0.10376295920239365,0.4662570691790755,-0.5700200283814691,-2.2065125155982317,9.914925967204374
Chugach (Alyeska),Early season,mean_depth_in,Average base (snow depth),in,22,18.02494579744258,8,14.400336898626133,9,24.18643432021845,5,12.733640694552328,-3.6246088988164473,6.161488522775869,-9.786097421592316,-20.108847702225628,34.183118174203194
Chugach (Alyeska),Holidays,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,43,1.3438468239965895,15,1.6145155493256074,15,1.1096625969012863,13,1.3017493260346111,0.27066872532901787,-0.23418422709530318,0.504852952424321,20.141337576261204,-17.426407750761445
Chugach (Alyeska),Holidays,storm_days_per_window,Storm days (>= 2 in of new snow),days,43,4.456250009270166,15,5.694529477743978,15,3.602696825971144,13,4.012335064837712,1.238279468473812,-0.853553183299022,2.091832651772834,27.787477495604307,-19.15406858958559
Chugach (Alyeska),Holidays,new_snow_in_total,Total new snow in the window,in,43,29.264951588681264,15,36.735222961496284,15,23.170580077669577,13,27.67737482506203,7.47027137281502,-6.094371511011687,13.564642883826707,25.526341125759046,-20.824813232798213
Chugach (Alyeska),Holidays,days_with_base_per_window,Days with a skiable base,days,43,10.722172692240497,15,12.116046532185143,15,10.618726364393547,13,9.233217870589312,1.3938738399446464,-0.10344632784694952,1.497320167791596,12.999919698676143,-0.9647888615132298
Chugach (Alyeska),Holidays,mean_swe_in,Average base (snow water equivalent),in,43,10.227488944408954,15,11.302069720811884,15,10.368441841578154,13,8.824950090287263,1.0745807764029305,0.1409528971691998,0.9336278792337307,10.506789909466194,1.3781769692965964
Chugach (Alyeska),Holidays,mean_depth_in,Average base (snow depth),in,20,33.821620205622686,7,35.44585166899282,8,40.05449758466802,5,21.575092350431994,1.624231463370137,6.232877379045334,-4.608645915675197,4.802346704549997,18.42867769536702
Chugach (Alyeska),Midwinter,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,43,3.096054095068618,15,3.210063465092233,15,3.1351694512561012,13,2.9193717186711967,0.11400937002361511,0.0391153561874833,0.07489401383613181,3.6824088508404538,1.26339382279483
Chugach (Alyeska),Midwinter,storm_days_per_window,Storm days (>= 2 in of new snow),days,43,10.726353882238095,15,10.622259772781742,15,10.414235708680025,13,11.206598824177814,-0.10409410945635322,-0.3121181735580709,0.2080240641017177,-0.970451941071271,-2.9098254354157693
Chugach (Alyeska),Midwinter,new_snow_in_total,Total new snow in the window,in,43,69.44413431066548,15,69.14433589369956,15,69.85281778019527,13,69.31849771155326,-0.29979841696591336,0.40868346952979095,-0.7084818864957043,-0.4317116484233705,0.5885068243510725
Chugach (Alyeska),Midwinter,days_with_base_per_window,Days with a skiable base,days,43,38.66246199867558,15,39.783391086791,15,38.10412048940381,13,38.01332248462524,1.1209290881154175,-0.5583415092717701,1.6792705973871875,2.89926980892685,-1.4441437001370905
Chugach (Alyeska),Midwinter,mean_swe_in,Average base (snow water equivalent),in,43,16.110096513824143,15,17.270840145661122,15,15.945701840645038,13,14.96046309998813,1.1607436318369793,-0.16439467317910506,1.3251383050160843,7.205069385158184,-1.0204449926047139
Chugach (Alyeska),Midwinter,mean_depth_in,Average base (snow depth),in,21,46.543643540417804,7,43.70636020564044,9,52.946828909921024,5,38.990106544000284,-2.8372833347773607,6.40318536950322,-9.24046870428058,-6.095963098190855,13.757378843671292
Chugach (Alyeska),Spring,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,43,2.215497639623402,15,2.737278378852786,15,2.3362479510938106,13,1.4741156580467185,0.5217807392293841,0.12075031147040871,0.40103042775897535,23.55140126974264,5.450256832182149
Chugach (Alyeska),Spring,storm_days_per_window,Storm days (>= 2 in of new snow),days,43,8.042638306444367,15,8.61963552260839,15,8.465801966286662,13,6.888606526437076,0.5769972161640222,0.4231636598422952,0.15383355632172702,7.174228085100988,5.261503050600008
Chugach (Alyeska),Spring,new_snow_in_total,Total new snow in the window,in,43,52.733445272930105,15,59.19000397635984,15,54.98664365001284,13,42.68372556464647,6.456558703429735,2.2531983770827324,4.203360326347003,12.243764218349126,4.272807068495061
Chugach (Alyeska),Spring,days_with_base_per_window,Days with a skiable base,days,43,37.95577216446042,15,38.48962838767667,15,38.138062184127826,13,37.12944957651773,0.5338562232162474,0.18229001966740555,0.3515662035488418,1.4065218352114552,0.4802695592057835
Chugach (Alyeska),Spring,mean_swe_in,Average base (snow water equivalent),in,43,22.85958569559797,15,24.60932960126805,15,23.118312376691506,13,20.54211963394764,1.7497439056700799,0.2587266810935347,1.4910172245765452,7.654311539018946,1.1318082687008506
Chugach (Alyeska),Spring,mean_depth_in,Average base (snow depth),in,21,58.985008561134485,8,55.48806125737355,8,68.73477760797834,5,48.9804937722018,-3.4969473037609333,9.74976904684386,-13.246716350604792,-5.928535722999096,16.529232231506413
E Cascades rain shadow (Mission Ridge),Early season,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,45,0.9778282094305983,15,1.0732257348468535,16,0.9123864762390824,14,0.9504071272749146,0.09539752541625512,-0.06544173319151592,0.16083925860777104,9.756061902919154,-6.69255934328418
E Cascades rain shadow (Mission Ridge),Early season,storm_days_per_window,Storm days (>= 2 in of new snow),days,45,6.105996634683457,15,5.545671223921075,16,6.359796565570489,14,6.416288225200831,-0.5603254107623821,0.25379993088703223,-0.8141253416494143,-9.176641329600569,4.15656846984472
E Cascades rain shadow (Mission Ridge),Early season,new_snow_in_total,Total new snow in the window,in,45,37.27056261688552,15,35.32364874333366,16,38.07472491763398,14,38.43749913769284,-1.946913873551857,0.8041623007484588,-2.751076174300316,-5.223730839710488,2.1576339187971665
E Cascades rain shadow (Mission Ridge),Early season,days_with_base_per_window,Days with a skiable base,days,45,0.6164717524716476,15,0.574024984765387,16,0.627725341303657,14,0.6490891877774878,-0.04244676770626066,0.011253588832009331,-0.05370035653826999,-6.88543595648575,1.8254832904978722
E Cascades rain shadow (Mission Ridge),Early season,mean_swe_in,Average base (snow water equivalent),in,45,2.28764740699041,15,1.931212139699673,16,2.4291472451460585,14,2.507828235481172,-0.35643526729073693,0.14149983815564848,-0.4979351054463854,-15.580865574020303,6.185386686919697
E Cascades rain shadow (Mission Ridge),Early season,mean_depth_in,Average base (snow depth),in,25,7.862548865068238,9,5.939362326187464,9,8.524586928098401,7,9.484025476876168,-1.923186538880774,0.6620380630301632,-2.5852246019109373,-24.460090129615786,8.42014560916077
E Cascades rain shadow (Mission Ridge),Holidays,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,45,0.5702160422773438,15,0.5630572819987892,16,0.6452834074333585,14,0.4920948681117786,-0.0071587602785545545,0.07506736515601475,-0.08222612543456931,-1.2554470144269723,13.164723471512437
E Cascades rain shadow (Mission Ridge),Holidays,storm_days_per_window,Storm days (>= 2 in of new snow),days,45,3.6495130916803995,15,3.219335574660069,16,4.188773733192447,14,3.494119698188411,-0.4301775170203306,0.5392606415120471,-0.9694381585323777,-11.787257812582817,14.776235294000475
E Cascades rain shadow (Mission Ridge),Holidays,new_snow_in_total,Total new snow in the window,in,45,22.03789773850644,15,20.936447116591623,16,24.285070772525835,14,20.64982565167872,-1.1014506219148181,2.2471730340193936,-3.3486236559342117,-4.9979840862509874,10.196857525538595
E Cascades rain shadow (Mission Ridge),Holidays,days_with_base_per_window,Days with a skiable base,days,45,3.417104169099831,15,3.5345099513847584,16,2.9158059942034757,14,3.864224459390386,0.11740578228492726,-0.5012981748963554,0.6187039571812827,3.4358268426992526,-14.670263184525995
E Cascades rain shadow (Mission Ridge),Holidays,mean_swe_in,Average base (snow water equivalent),in,45,6.70003227294754,15,6.577078239531898,16,6.572668671383572,14,6.977327139108836,-0.1229540334156427,-0.1273636015639683,0.004409568148325604,-1.835125987558141,-1.9009401205158274
E Cascades rain shadow (Mission Ridge),Holidays,mean_depth_in,Average base (snow depth),in,25,23.801776724419383,9,22.48186076621706,9,23.96925676852094,7,25.283480042548927,-1.3199159582023228,0.1674800441015556,-1.4873960023038784,-5.5454513899719,0.703645135573975
E Cascades rain shadow (Mission Ridge),Midwinter,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,45,1.2354225689925173,15,1.0586588473965122,16,1.4912957188665268,14,1.1323858137036555,-0.17676372159600517,0.25587314987400944,-0.4326368714700146,-14.307956324624648,20.711387042465404
E Cascades rain shadow (Mission Ridge),Midwinter,storm_days_per_window,Storm days (>= 2 in of new snow),days,45,7.775562419669257,15,8.144908555516896,16,8.040203573342133,14,7.077387384206363,0.3693461358476382,0.26464115367287544,0.10470498217476276,4.750089008524078,3.403498543120592
E Cascades rain shadow (Mission Ridge),Midwinter,new_snow_in_total,Total new snow in the window,in,45,49.68608853672037,15,49.07827474120776,16,53.67837883511075,14,45.774700119466296,-0.6078137955126124,3.9922902983903796,-4.600104093902992,-1.223307797842467,8.035026334262332
E Cascades rain shadow (Mission Ridge),Midwinter,days_with_base_per_window,Days with a skiable base,days,45,29.05924282836522,15,30.050983473365687,16,27.907097557272007,14,29.313401018542702,0.9917406450004655,-1.1521452710932145,2.14388591609368,3.4128234202730523,-3.964815180829784
E Cascades rain shadow (Mission Ridge),Midwinter,mean_swe_in,Average base (snow water equivalent),in,45,11.448304454803466,15,11.459313834066798,16,11.608068009507129,14,11.253921771645713,0.011009379263331454,0.15976355470366244,-0.14875417544033098,0.09616602446934534,1.395521540629792
E Cascades rain shadow (Mission Ridge),Midwinter,mean_depth_in,Average base (snow depth),in,25,34.751250629923945,9,33.333299483605956,9,37.76960438546728,7,32.69359013234851,-1.4179511463179892,3.0183537555433375,-4.436304901861327,-4.080288106514953,8.685597498883288
E Cascades rain shadow (Mission Ridge),Spring,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,45,0.4990425439176002,15,0.3915537201818463,16,0.5332915220232577,14,0.5750674515137282,-0.10748882373575391,0.03424897810565747,-0.14173780184141138,-21.53901005953152,6.862937543720222
E Cascades rain shadow (Mission Ridge),Spring,storm_days_per_window,Storm days (>= 2 in of new snow),days,45,4.228493939001682,15,3.353911044711782,16,5.090011696834326,14,4.1809553167892695,-0.8745828942899001,0.8615177578326438,-1.736100652122544,-20.683082603551824,20.37410411982386
E Cascades rain shadow (Mission Ridge),Spring,new_snow_in_total,Total new snow in the window,in,45,27.461132174656388,15,23.135094629681525,16,32.961940673430234,14,25.80953411710221,-4.326037544974863,5.500808498773846,-9.82684604374871,-15.753310961327811,20.031251675233143
E Cascades rain shadow (Mission Ridge),Spring,days_with_base_per_window,Days with a skiable base,days,45,33.41178511805309,15,32.14613193174894,16,36.219713000557235,14,31.558781666231397,-1.2656531863041494,2.8079278825041456,-4.073581068808295,-3.788044194083753,8.4040043732562
E Cascades rain shadow (Mission Ridge),Spring,mean_swe_in,Average base (snow water equivalent),in,45,15.001683665548423,15,14.149020929393442,16,16.255531507373412,14,14.482281920771621,-0.852662736154981,1.2538478418249888,-2.1065105779799698,-5.683780268698326,8.35804746839495
E Cascades rain shadow (Mission Ridge),Spring,mean_depth_in,Average base (snow depth),in,25,37.461524638685646,9,32.22180594746484,9,45.94597771314913,7,33.2897232888022,-5.2397186912208085,8.484453074463481,-13.72417176568429,-13.986933905540708,22.64844572209905
Elk Mtns (Aspen/Crested Butte),Early season,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,46,1.0821920292177427,15,0.9168269182561297,16,1.183453839995095,15,1.1395445420168473,-0.165365110961613,0.10126181077735219,-0.2666269217389652,-15.280570037199993,9.357101886118011
Elk Mtns (Aspen/Crested Butte),Early season,storm_days_per_window,Storm days (>= 2 in of new snow),days,46,6.380814924619077,15,6.500811955594371,16,6.260498398462822,15,6.38915552154379,0.11999703097529402,-0.12031652615625532,0.24031355713154934,1.8805909964934082,-1.8855981183851371
Elk Mtns (Aspen/Crested Butte),Early season,new_snow_in_total,Total new snow in the window,in,46,39.063167901305675,15,39.02539002429268,16,39.35985060228134,15,38.784484230611284,-0.03777787701299218,0.2966827009756656,-0.3344605779886578,-0.09670971158416843,0.7594947284491719
Elk Mtns (Aspen/Crested Butte),Early season,days_with_base_per_window,Days with a skiable base,days,46,0.7341452541829423,15,0.9259141073912027,16,0.26169107177670115,15,1.0463275288746727,0.19176885320826043,-0.47245418240624115,0.6642230356145016,26.121377495205245,-64.35431949118204
Elk Mtns (Aspen/Crested Butte),Early season,mean_swe_in,Average base (snow water equivalent),in,46,2.8125156634184774,15,3.1874738622131376,16,2.5209378432418026,15,2.7485738061456013,0.3749581987946602,-0.2915778201766748,0.666536018971335,13.331772820739301,-10.367153647147195
Elk Mtns (Aspen/Crested Butte),Early season,mean_depth_in,Average base (snow depth),in,23,12.34497301764421,8,13.882278009156204,9,12.021739862337313,6,10.780082761921902,1.537304991511995,-0.32323315530689634,1.8605381468188913,12.452882556444493,-2.618338289155523
Elk Mtns (Aspen/Crested Butte),Holidays,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,46,0.594981452607856,15,0.27276622640634013,16,0.8391271736223131,15,0.6567745763939505,-0.3222152262015158,0.2441457210144572,-0.566360947215973,-54.15550766989764,41.03417340899369
Elk Mtns (Aspen/Crested Butte),Holidays,storm_days_per_window,Storm days (>= 2 in of new snow),days,46,3.2288443079335396,15,2.324526988419195,16,3.9804925523329144,15,3.331403500088551,-0.9043173195143446,0.7516482443993748,-1.6559655639137194,-28.007461285524407,23.27917275393281
Elk Mtns (Aspen/Crested Butte),Holidays,new_snow_in_total,Total new snow in the window,in,46,20.555802620367,15,14.641578050478717,16,25.262944078995023,15,21.449076301052063,-5.914224569888283,4.707141458628023,-10.621366028516306,-28.771557496997858,22.89933186050403
Elk Mtns (Aspen/Crested Butte),Holidays,days_with_base_per_window,Days with a skiable base,days,46,2.5293961587967355,15,1.9898414821463324,16,2.9709044175996002,15,2.5980086927240817,-0.5395546766504031,0.4415082588028647,-0.9810629354532678,-21.331363012232764,17.455085367603925
Elk Mtns (Aspen/Crested Butte),Holidays,mean_swe_in,Average base (snow water equivalent),in,46,6.015685493632417,15,5.858836710933186,16,6.169400993171465,15,6.008571076823328,-0.15684878269923086,0.1537154995390475,-0.31056428223827837,-2.6073301681953747,2.555244945929352
Elk Mtns (Aspen/Crested Butte),Holidays,mean_depth_in,Average base (snow depth),in,24,28.14243695858009,9,28.430909218015813,9,29.67546090079904,6,25.410192656098104,0.2884722594357214,1.53302394221895,-1.2445516827832286,1.0250436373377811,5.447374527213999
Elk Mtns (Aspen/Crested Butte),Midwinter,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,46,1.337474862740715,15,1.0894162243492007,16,1.4991356856852376,15,1.413095289991405,-0.2480586383915142,0.16166082294452266,-0.40971946133603687,-18.54678882586246,12.087017666504174
Elk Mtns (Aspen/Crested Butte),Midwinter,storm_days_per_window,Storm days (>= 2 in of new snow),days,46,8.20227904500098,15,8.310726351543117,16,8.70157682193741,15,7.561247443059986,0.10844730654213741,0.4992977769364302,-0.39085047039429277,1.3221606573874427,6.087305420811497
Elk Mtns (Aspen/Crested Butte),Midwinter,new_snow_in_total,Total new snow in the window,in,46,51.69045822573371,15,50.747015737769544,16,54.786903266620875,15,49.33102600341826,-0.9434424879641625,3.0964450408871684,-4.039887528851331,-1.825177257752528,5.990360981837122
Elk Mtns (Aspen/Crested Butte),Midwinter,days_with_base_per_window,Days with a skiable base,days,46,21.414147761057844,15,17.386534908754058,16,24.790299501171557,15,21.840532090573674,-4.027612852303786,3.3761517401137127,-7.403764592417499,-18.80818651876541,15.765986943703302
Elk Mtns (Aspen/Crested Butte),Midwinter,mean_swe_in,Average base (snow water equivalent),in,46,9.845460237287352,15,9.314873141242744,16,10.370848031456912,15,9.81563368621776,-0.5305870960446075,0.5253877941695606,-1.0559748902141681,-5.389154831331647,5.33634570154251
Elk Mtns (Aspen/Crested Butte),Midwinter,mean_depth_in,Average base (snow depth),in,23,41.00625143874804,8,40.89139315062273,9,42.991741009367075,6,38.18116146698656,-0.11485828812530485,1.9854895706190376,-2.1003478587443425,-0.280099458242047,4.841919221962554
Elk Mtns (Aspen/Crested Butte),Spring,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,46,1.164161291647941,15,1.3075066187464657,16,1.149114152327475,15,1.0368662464912461,0.14334532709852477,-0.015047139320465863,0.15839246641899063,12.313184446771183,-1.2925304619229974
Elk Mtns (Aspen/Crested Butte),Spring,storm_days_per_window,Storm days (>= 2 in of new snow),days,46,7.507501234291982,15,7.639312926047482,16,7.708546029837553,15,7.161241760621207,0.1318116917554999,0.2010447955455712,-0.0692331037900713,1.7557332012604165,2.6779189143154545
Elk Mtns (Aspen/Crested Butte),Spring,new_snow_in_total,Total new snow in the window,in,46,44.43066355000831,15,45.744997907349635,16,44.727079715578995,15,42.800151949391584,1.3143343573413233,0.2964161655706832,1.0179181917706401,2.958169544017709,0.6671432337197848
Elk Mtns (Aspen/Crested Butte),Spring,days_with_base_per_window,Days with a skiable base,days,46,34.08169762406751,15,35.20620159587417,16,36.22920579563954,15,30.66651826925068,1.1245039718066607,2.147508171572028,-1.0230041997653672,3.2994365016975227,6.301059868730012
Elk Mtns (Aspen/Crested Butte),Spring,mean_swe_in,Average base (snow water equivalent),in,46,14.887814503188293,15,14.667371551792083,16,15.582284541776378,15,14.367489413423877,-0.22044295139621006,0.6944700385880846,-0.9149129899842947,-1.4806938342024694,4.6646876103901
Elk Mtns (Aspen/Crested Butte),Spring,mean_depth_in,Average base (snow depth),in,24,46.997692747969914,9,48.51839127222585,9,49.53322972523037,6,40.91333949569529,1.520698524255934,2.535536977260456,-1.014838453004522,3.235687616434365,5.3950243703612015
Front Range (Winter Park/Loveland/A-Basin),Early season,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,48,0.6843467129439298,16,0.662251417883035,16,0.7772407548940273,16,0.6135479660547272,-0.022095295060894804,0.09289404195009754,-0.11498933701099234,-3.2286697141928298,13.57411969591919
Front Range (Winter Park/Loveland/A-Basin),Early season,storm_days_per_window,Storm days (>= 2 in of new snow),days,48,5.510470992733019,16,5.208751422210077,16,5.792493838266651,16,5.53016771772233,-0.30171957052294207,0.282022845533632,-0.5837424160565741,-5.475386240501717,5.117944471635039
Front Range (Winter Park/Loveland/A-Basin),Early season,new_snow_in_total,Total new snow in the window,in,48,36.764895299413524,16,35.54156292247836,16,38.65173972277289,16,36.101383252989336,-1.2233323769351614,1.8868444233593635,-3.110176800294525,-3.3274469217777862,5.132190389753299
Front Range (Winter Park/Loveland/A-Basin),Early season,days_with_base_per_window,Days with a skiable base,days,48,0.14719187196297248,16,0.03681869441839656,16,0.29417747154553986,16,0.1105794499249811,-0.11037317754457593,0.14698559958256738,-0.2573587771271433,-74.9859187688987,99.85986156867615
Front Range (Winter Park/Loveland/A-Basin),Early season,mean_swe_in,Average base (snow water equivalent),in,48,2.7316448641505446,16,3.0816906138584654,16,2.7644086339809695,16,2.3488353446121994,0.3500457497079208,0.03276376983042484,0.31728197987749596,12.81446773340992,1.1994154240329238
Front Range (Winter Park/Loveland/A-Basin),Early season,mean_depth_in,Average base (snow depth),in,28,12.067378177458822,9,14.7143439386938,12,11.55924034216176,7,9.535229916380251,2.646965761234977,-0.5081378352970631,3.15510359653204,21.934886951495056,-4.210838740814768
Front Range (Winter Park/Loveland/A-Basin),Holidays,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,48,0.36503412069284136,16,0.28396308030399026,16,0.4848476780983154,16,0.32629160367621846,-0.0810710403888511,0.11981355740547406,-0.20088459779432516,-22.209167799157186,32.82256386829422
Front Range (Winter Park/Loveland/A-Basin),Holidays,storm_days_per_window,Storm days (>= 2 in of new snow),days,48,2.7688769070702057,16,1.9722910303558607,16,3.365927061625766,16,2.96841262922899,-0.796585876714345,0.5970501545555602,-1.3936360312699052,-28.76927734419316,21.56289985412565
Front Range (Winter Park/Loveland/A-Basin),Holidays,new_snow_in_total,Total new snow in the window,in,48,18.333768182656367,16,14.288379531871866,16,21.79903977099554,16,18.913885245101696,-4.045388650784501,3.4652715883391743,-7.510660239123675,-22.0652329105558,18.901033076317066
Front Range (Winter Park/Loveland/A-Basin),Holidays,days_with_base_per_window,Days with a skiable base,days,48,1.108884776340867,16,0.20737447200207831,16,2.18895690464276,16,0.930322952377763,-0.9015103043387886,1.080072128301893,-1.9815824326406817,-81.29882595319063,97.40165536999699
Front Range (Winter Park/Loveland/A-Basin),Holidays,mean_swe_in,Average base (snow water equivalent),in,48,5.511430815345315,16,5.4541475446408505,16,5.870815499639191,16,5.209329401755903,-0.05728327070446415,0.35938468429387616,-0.4166679549983403,-1.0393538923680585,6.52071478958335
Front Range (Winter Park/Loveland/A-Basin),Holidays,mean_depth_in,Average base (snow depth),in,28,23.14941489617606,9,25.366212570505212,12,22.76073098562542,7,20.96556173298254,2.2167976743291504,-0.3886839105506432,2.6054815848797936,9.576041918430224,-1.6790226115600357
Front Range (Winter Park/Loveland/A-Basin),Midwinter,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,48,0.8120801748651821,16,0.7554930232677177,16,0.819968384364555,16,0.8607791169632737,-0.056587151597464413,0.007888209499372856,-0.06447536109683727,-6.968173014057233,0.9713584623196128
Front Range (Winter Park/Loveland/A-Basin),Midwinter,storm_days_per_window,Storm days (>= 2 in of new snow),days,48,7.1285053611905385,16,7.14220207766397,16,7.100593708315688,16,7.14272029759196,0.01369671647343118,-0.027911652874850645,0.041608369348281826,0.19214008799095128,-0.3915498615854179
Front Range (Winter Park/Loveland/A-Basin),Midwinter,new_snow_in_total,Total new snow in the window,in,48,46.659716121723356,16,46.576484309232725,16,46.92259652780166,16,46.48006752813568,-0.08323181249063083,0.26288040607830254,-0.34611221856893337,-0.1783804519373846,0.5633990686795314
Front Range (Winter Park/Loveland/A-Basin),Midwinter,days_with_base_per_window,Days with a skiable base,days,48,19.05760115772591,16,17.247196969469112,16,21.700266279053853,16,18.225340224654754,-1.810404188256797,2.642665121327944,-4.453069309584741,-9.49964359770885,13.866724880306428
Front Range (Winter Park/Loveland/A-Basin),Midwinter,mean_swe_in,Average base (snow water equivalent),in,48,8.786614060397163,16,8.541516899905828,16,9.33342057122363,16,8.484904710062033,-0.24509716049133523,0.5468065108264675,-0.7919036713178027,-2.7894381021698886,6.223176607824645
Front Range (Winter Park/Loveland/A-Basin),Midwinter,mean_depth_in,Average base (snow depth),in,28,34.04945114116039,9,35.82207062321571,12,33.62294351652097,7,32.50152487789969,1.772619482055319,-0.42650762463942016,2.199127106694739,5.20601484795302,-1.2526123339587112
Front Range (Winter Park/Loveland/A-Basin),Spring,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,48,1.0920917514625414,16,1.2810055194686947,16,0.9002672122407579,16,1.0950025226781719,0.18891376800615323,-0.19182453922178355,0.3807383072279368,17.298342172547116,-17.56487391877926
Front Range (Winter Park/Loveland/A-Basin),Spring,storm_days_per_window,Storm days (>= 2 in of new snow),days,48,7.3461441836397485,16,7.471063349851099,16,7.029742018801849,16,7.5376271822663,0.12491916621135069,-0.31640216483789985,0.44132133104925053,1.7004725620489762,-4.307050840936994
Front Range (Winter Park/Loveland/A-Basin),Spring,new_snow_in_total,Total new snow in the window,in,48,46.62106298553266,16,48.893280764073964,16,43.82669610754622,16,47.14321208497778,2.272217778541304,-2.794366877986441,5.066584656527745,4.873800881044718,-5.993786282508365
Front Range (Winter Park/Loveland/A-Basin),Spring,days_with_base_per_window,Days with a skiable base,days,48,34.138371045830816,16,36.252312977812096,16,35.17112554619496,16,30.991674613485387,2.11394193198128,1.0327545003641418,1.0811874316171384,6.1922753406813404,3.025201463120977
Front Range (Winter Park/Loveland/A-Basin),Spring,mean_swe_in,Average base (snow water equivalent),in,48,13.240840654452692,16,13.469671296590025,16,13.507903665105776,16,12.744947001662274,0.22883064213733384,0.267063010653084,-0.03823236851575018,1.7282183821189752,2.0169641612843883
Front Range (Winter Park/Loveland/A-Basin),Spring,mean_depth_in,Average base (snow depth),in,28,42.61295185288572,9,46.565904207943035,12,42.30326964961002,7,38.06146831628471,3.952952355057313,-0.30968220327569895,4.262634558333012,9.276410535238764,-0.7267325773272557
Gore & Tenmile (Vail/Summit/Copper),Early season,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,48,0.718413234506725,16,0.6947920290096454,16,0.7811886211000225,16,0.679259053410507,-0.023621205497079578,0.06277538659329751,-0.08639659209037709,-3.2879691467958976,8.73806099026004
Gore & Tenmile (Vail/Summit/Copper),Early season,storm_days_per_window,Storm days (>= 2 in of new snow),days,48,5.7385304571454485,16,5.48120755225991,16,6.113925502369552,16,5.620458316806884,-0.25732290488553833,0.3753950452241037,-0.632717950109642,-4.484125453497026,6.5416581479788585
Gore & Tenmile (Vail/Summit/Copper),Early season,new_snow_in_total,Total new snow in the window,in,48,37.97261585162257,16,37.20172106318462,16,39.430118441957475,16,37.28600804972561,-0.7708947884379498,1.4575025903349044,-2.228397378772854,-2.03013348211303,3.838299147022354
Gore & Tenmile (Vail/Summit/Copper),Early season,days_with_base_per_window,Days with a skiable base,days,48,0.1897096606589718,16,0.0,16,0.4058611137050103,16,0.16326786827190515,-0.1897096606589718,0.21615145304603853,-0.4058611137050103,-100.0,113.938031566352
Gore & Tenmile (Vail/Summit/Copper),Early season,mean_swe_in,Average base (snow water equivalent),in,48,2.889008865838722,16,3.202508721681678,16,2.9095066840505144,16,2.555011191783974,0.3134998558429558,0.020497818211792307,0.2930020376311635,10.851467420192293,0.7095103948682929
Gore & Tenmile (Vail/Summit/Copper),Early season,mean_depth_in,Average base (snow depth),in,28,12.073761461468196,9,14.434516715270279,12,11.752911228296897,7,9.58853367773059,2.3607552538020826,-0.32085023317129924,2.681605486973382,19.55277368478845,-2.657417360739237
Gore & Tenmile (Vail/Summit/Copper),Holidays,big_storm_days_per_window,Powder days (>= 6 in of new snow),days,48,0.3752702674359378,16,0.23823351247490646,16,0.43356798543555874,16,0.454009304397348,-0.13703675496103132,0.05829771799962097,-0.1953344729606523,-36.516816505966545,15.534861953744562
Gore & Tenmile (Vail/Summit/Copper),Holidays,storm_days_per_window,Storm days (>= 2 in of new snow),days,48,2.9083999738934985,16,2.0676227013033146,16,3.561383608424326,16,3.096193611952856,-0.8407772725901839,0.6529836345308278,-1.4937609071210116,-28.90858479360487,22.451644904145468
Gore & Tenmile (Vail/Summit/Copper),Holidays,new_snow_in_total,Total new snow in the window,in,48,18.468899689133313,16,13.994760562249297,16,21.70883779956482,16,19.703100705585825,-4.474139126884015,3.239938110431506,-7.7140772373155215,-24.225260855775282,17.5426699206007
