region,window,metric,phase,strength,n_winters,mean,all_winters,diff,pct_change
White Mtns AZ (Sunrise Park),Holidays,big_storm_days_per_window,El Nino,strong,3,0.545997635539324,0.4286596732169223,0.11733796232240173,27.37322161467312
White Mtns AZ (Sunrise Park),Holidays,big_storm_days_per_window,El Nino,very strong,3,0.5286574562961239,0.4286596732169223,0.09999778307920165,23.328012716651795
White Mtns AZ (Sunrise Park),Holidays,big_storm_days_per_window,El Nino,weak,5,0.5712963466378305,0.4286596732169223,0.1426366734209082,33.275038995498704
White Mtns AZ (Sunrise Park),Holidays,big_storm_days_per_window,La Nina,moderate,4,0.22820897387826525,0.4286596732169223,-0.20045069933865703,-46.76220131330605
White Mtns AZ (Sunrise Park),Holidays,big_storm_days_per_window,La Nina,strong,5,0.3136777835481358,0.4286596732169223,-0.11498188966878647,-26.823584501404717
White Mtns AZ (Sunrise Park),Holidays,big_storm_days_per_window,La Nina,weak,7,0.6407284197972458,0.4286596732169223,0.21206874658032354,49.47252093690806
White Mtns AZ (Sunrise Park),Holidays,big_storm_days_per_window,Neutral,neutral,15,0.3340301562336521,0.4286596732169223,-0.09462951698327016,-22.075675155797338
White Mtns AZ (Sunrise Park),Midwinter,big_storm_days_per_window,El Nino,moderate,4,1.5398213930225162,0.9180087860219913,0.6218126070005249,67.73492982513014
White Mtns AZ (Sunrise Park),Midwinter,big_storm_days_per_window,El Nino,strong,3,1.669916576946676,0.9180087860219913,0.7519077909246846,81.90638285532404
White Mtns AZ (Sunrise Park),Midwinter,big_storm_days_per_window,El Nino,very strong,3,0.844285790857997,0.9180087860219913,-0.07372299516399428,-8.030750498963984
White Mtns AZ (Sunrise Park),Midwinter,big_storm_days_per_window,El Nino,weak,5,0.6769688874478256,0.9180087860219913,-0.24103989857416575,-26.25681826191057
White Mtns AZ (Sunrise Park),Midwinter,big_storm_days_per_window,La Nina,moderate,4,0.6615410980159536,0.9180087860219913,-0.2564676880060377,-27.93738926153305
White Mtns AZ (Sunrise Park),Midwinter,big_storm_days_per_window,La Nina,strong,5,0.8025245117736717,0.9180087860219913,-0.11548427424831964,-12.5798659018012
White Mtns AZ (Sunrise Park),Midwinter,big_storm_days_per_window,La Nina,weak,7,0.3544044929832572,0.9180087860219913,-0.5636042930387342,-61.39421556965717
White Mtns AZ (Sunrise Park),Midwinter,big_storm_days_per_window,Neutral,neutral,15,1.0668032428302276,0.9180087860219913,0.14879445680823633,16.208391365512693
White Mtns AZ (Sunrise Park),Spring,big_storm_days_per_window,El Nino,moderate,4,0.277139608952583,0.4172952086136659,-0.14015559966108293,-33.58667839170895
White Mtns AZ (Sunrise Park),Spring,big_storm_days_per_window,El Nino,strong,3,0.3956643885917675,0.4172952086136659,-0.021630820021898423,-5.183577375297483
White Mtns AZ (Sunrise Park),Spring,big_storm_days_per_window,El Nino,very strong,3,1.0810726026276183,0.4172952086136659,0.6637773940139524,159.06662245635343
White Mtns AZ (Sunrise Park),Spring,big_storm_days_per_window,El Nino,weak,5,0.20378877464970163,0.4172952086136659,-0.2135064339639643,-51.16436267583165
White Mtns AZ (Sunrise Park),Spring,big_storm_days_per_window,La Nina,moderate,4,0.18362486085147073,0.4172952086136659,-0.2336703477621952,-55.996412836488716
White Mtns AZ (Sunrise Park),Spring,big_storm_days_per_window,La Nina,strong,5,0.5944735081475482,0.4172952086136659,0.17717829953388226,42.45874284598241
White Mtns AZ (Sunrise Park),Spring,big_storm_days_per_window,La Nina,weak,7,0.5009501774670224,0.4172952086136659,0.08365496885335649,20.046951684701632
White Mtns AZ (Sunrise Park),Spring,big_storm_days_per_window,Neutral,neutral,15,0.36162320580659,0.4172952086136659,-0.055672002807075904,-13.341155531602888
Whitefish & Flathead Range,Early season,big_storm_days_per_window,El Nino,moderate,4,0.7388282113838757,1.2954421815598218,-0.5566139701759462,-42.96710251519956
Whitefish & Flathead Range,Early season,big_storm_days_per_window,El Nino,strong,3,0.8515687354036182,1.2954421815598218,-0.4438734461562036,-34.264242161834076
Whitefish & Flathead Range,Early season,big_storm_days_per_window,El Nino,very strong,3,1.0734888500450472,1.2954421815598218,-0.2219533315147746,-17.133403147913867
Whitefish & Flathead Range,Early season,big_storm_days_per_window,El Nino,weak,8,1.4993544264791938,1.2954421815598218,0.203912244919372,15.740744575249542
Whitefish & Flathead Range,Early season,big_storm_days_per_window,La Nina,moderate,4,1.2022936706132683,1.2954421815598218,-0.09314851094655352,-7.1904799976788505
Whitefish & Flathead Range,Early season,big_storm_days_per_window,La Nina,strong,6,1.7193288495197054,1.2954421815598218,0.4238866679598836,32.72138841808349
Whitefish & Flathead Range,Early season,big_storm_days_per_window,La Nina,weak,8,0.9193414123621027,1.2954421815598218,-0.3761007691977192,-29.032617167434065
Whitefish & Flathead Range,Early season,big_storm_days_per_window,Neutral,neutral,16,1.5098620843079726,1.2954421815598218,0.21441990274815081,16.55186976310831
Whitefish & Flathead Range,Holidays,big_storm_days_per_window,El Nino,moderate,4,0.30428146686212615,0.6520598454399902,-0.34777837857786403,-53.33534659586249
Whitefish & Flathead Range,Holidays,big_storm_days_per_window,El Nino,strong,3,0.3468014854781469,0.6520598454399902,-0.3052583599618433,-46.81446988287773
Whitefish & Flathead Range,Holidays,big_storm_days_per_window,El Nino,very strong,3,0.8049410557375706,0.6520598454399902,0.1528812102975804,23.445886350266026
Whitefish & Flathead Range,Holidays,big_storm_days_per_window,El Nino,weak,8,0.6719985469812149,0.6520598454399902,0.01993870154122468,3.0578023904800715
Whitefish & Flathead Range,Holidays,big_storm_days_per_window,La Nina,moderate,4,0.6006882483899914,0.6520598454399902,-0.05137159704999883,-7.8783561676512734
Whitefish & Flathead Range,Holidays,big_storm_days_per_window,La Nina,strong,6,0.7052889975316967,0.6520598454399902,0.05322915209170653,8.16323109971434
Whitefish & Flathead Range,Holidays,big_storm_days_per_window,La Nina,weak,8,0.9279703207999521,0.6520598454399902,0.27591047535996194,42.313673704870745
Whitefish & Flathead Range,Holidays,big_storm_days_per_window,Neutral,neutral,16,0.6125325344240224,0.6520598454399902,-0.03952731101596774,-6.061914606825069
Whitefish & Flathead Range,Midwinter,big_storm_days_per_window,El Nino,moderate,4,0.8523636918349439,1.542608662600046,-0.690244970765102,-44.74530627889146
Whitefish & Flathead Range,Midwinter,big_storm_days_per_window,El Nino,strong,3,0.8756636944662547,1.542608662600046,-0.6669449681337912,-43.2348776655814
Whitefish & Flathead Range,Midwinter,big_storm_days_per_window,El Nino,very strong,3,1.2158939873308656,1.542608662600046,-0.3267146752691803,-21.179362153879463
Whitefish & Flathead Range,Midwinter,big_storm_days_per_window,El Nino,weak,8,0.9300365517919293,1.542608662600046,-0.6125721108081166,-39.7101433214847
Whitefish & Flathead Range,Midwinter,big_storm_days_per_window,La Nina,moderate,4,1.5924942368066686,1.542608662600046,0.04988557420662265,3.23384507140918
Whitefish & Flathead Range,Midwinter,big_storm_days_per_window,La Nina,strong,6,2.110334797865993,1.542608662600046,0.5677261352659473,36.802991518863415
Whitefish & Flathead Range,Midwinter,big_storm_days_per_window,La Nina,weak,8,2.1864031727664006,1.542608662600046,0.6437945101663547,41.7341433232488
Whitefish & Flathead Range,Midwinter,big_storm_days_per_window,Neutral,neutral,16,1.660501194473874,1.542608662600046,0.11789253187382798,7.642413447563669
Whitefish & Flathead Range,Spring,big_storm_days_per_window,El Nino,moderate,4,0.9222464871071703,0.7072578974779263,0.21498858962924394,30.397481653565244
Whitefish & Flathead Range,Spring,big_storm_days_per_window,El Nino,strong,3,0.5328274578674929,0.7072578974779263,-0.17443043961043347,-24.66291860896152
Whitefish & Flathead Range,Spring,big_storm_days_per_window,El Nino,very strong,3,0.8736224885289223,0.7072578974779263,0.166364591050996,23.52247909061889
Whitefish & Flathead Range,Spring,big_storm_days_per_window,El Nino,weak,8,0.5848420296784875,0.7072578974779263,-0.1224158677994388,-17.30851903329357
Whitefish & Flathead Range,Spring,big_storm_days_per_window,La Nina,moderate,4,0.5952519584375475,0.7072578974779263,-0.11200593904037881,-15.836647344595333
Whitefish & Flathead Range,Spring,big_storm_days_per_window,La Nina,strong,6,0.6558214668358745,0.7072578974779263,-0.051436430642051834,-7.272655537035862
Whitefish & Flathead Range,Spring,big_storm_days_per_window,La Nina,weak,8,0.6162350202359143,0.7072578974779263,-0.09102287724201208,-12.86982832805383
Whitefish & Flathead Range,Spring,big_storm_days_per_window,Neutral,neutral,16,0.8090326154470993,0.7072578974779263,0.10177471796917292,14.390043339508885
Yellowstone & Wind River,Early season,big_storm_days_per_window,El Nino,moderate,4,0.6580902632144765,0.8088408180192718,-0.15075055480479527,-18.63785202803692
Yellowstone & Wind River,Early season,big_storm_days_per_window,El Nino,strong,3,0.5301903241843181,0.8088408180192718,-0.27865049383495366,-34.4505974015167
Yellowstone & Wind River,Early season,big_storm_days_per_window,El Nino,very strong,3,0.41136968813007463,0.8088408180192718,-0.39747112988919714,-49.140834764316615
Yellowstone & Wind River,Early season,big_storm_days_per_window,El Nino,weak,6,0.8064158119255972,0.8088408180192718,-0.0024250060936745754,-0.29981252672349634
Yellowstone & Wind River,Early season,big_storm_days_per_window,La Nina,moderate,4,1.0707234750011874,0.8088408180192718,0.2618826569819156,32.377527338843564
Yellowstone & Wind River,Early season,big_storm_days_per_window,La Nina,strong,5,0.7925494792950272,0.8088408180192718,-0.016291338724244597,-2.014158825977602
Yellowstone & Wind River,Early season,big_storm_days_per_window,La Nina,weak,7,0.6994306940734641,0.8088408180192718,-0.10941012394580762,-13.526780734648925
Yellowstone & Wind River,Early season,big_storm_days_per_window,Neutral,neutral,16,0.961697946786015,0.8088408180192718,0.15285712876674318,18.89829560544027
Yellowstone & Wind River,Holidays,big_storm_days_per_window,El Nino,moderate,4,0.21046688809707326,0.41316354832053315,-0.2026966602234599,-49.05966681896327
Yellowstone & Wind River,Holidays,big_storm_days_per_window,El Nino,strong,3,0.018858472576839792,0.41316354832053315,-0.39430507574369333,-95.43559138905222
Yellowstone & Wind River,Holidays,big_storm_days_per_window,El Nino,very strong,3,0.4208809188519494,0.41316354832053315,0.0077173705314162455,1.8678730402976145
Yellowstone & Wind River,Holidays,big_storm_days_per_window,El Nino,weak,6,0.3356846704313796,0.41316354832053315,-0.07747887788915353,-18.752592818049198
Yellowstone & Wind River,Holidays,big_storm_days_per_window,La Nina,moderate,4,0.38763230168468354,0.41316354832053315,-0.025531246635849603,-6.179452843705953
Yellowstone & Wind River,Holidays,big_storm_days_per_window,La Nina,strong,5,0.4366644797594188,0.41316354832053315,0.023500931438885653,5.688045698710473
Yellowstone & Wind River,Holidays,big_storm_days_per_window,La Nina,weak,7,0.4818744675007368,0.41316354832053315,0.06871091918020367,16.630440768433328
Yellowstone & Wind River,Holidays,big_storm_days_per_window,Neutral,neutral,16,0.5343552307551042,0.41316354832053315,0.12119168243457101,29.332617295790637
Yellowstone & Wind River,Midwinter,big_storm_days_per_window,El Nino,moderate,4,1.0219583824801295,0.9982690121390858,0.02368937034104368,2.373044745752672
Yellowstone & Wind River,Midwinter,big_storm_days_per_window,El Nino,strong,3,0.30546479489702294,0.9982690121390858,-0.6928042172420629,-69.40055323940443
Yellowstone & Wind River,Midwinter,big_storm_days_per_window,El Nino,very strong,3,0.8602805233931418,0.9982690121390858,-0.13798848874594405,-13.822775931936725
Yellowstone & Wind River,Midwinter,big_storm_days_per_window,El Nino,weak,6,0.6796813943603173,0.9982690121390858,-0.31858761777876854,-31.914004532315452
Yellowstone & Wind River,Midwinter,big_storm_days_per_window,La Nina,moderate,4,1.0959528625996198,0.9982690121390858,0.09768385046053396,9.785323321938792
Yellowstone & Wind River,Midwinter,big_storm_days_per_window,La Nina,strong,5,1.136453948478183,0.9982690121390858,0.13818493633909723,13.842454755055979
Yellowstone & Wind River,Midwinter,big_storm_days_per_window,La Nina,weak,7,0.4887014794618586,0.9982690121390858,-0.5095675326772272,-51.0451117364976
Yellowstone & Wind River,Midwinter,big_storm_days_per_window,Neutral,neutral,16,1.4229226989188,0.9982690121390858,0.42465368677971416,42.539003176084606
Yellowstone & Wind River,Spring,big_storm_days_per_window,El Nino,moderate,4,0.7124898597356603,0.6437986608405305,0.06869119889512976,10.669670981522067
Yellowstone & Wind River,Spring,big_storm_days_per_window,El Nino,strong,3,0.9456402092874695,0.6437986608405305,0.301841548446939,46.8844635453048
Yellowstone & Wind River,Spring,big_storm_days_per_window,El Nino,very strong,3,0.9492256457766794,0.6437986608405305,0.30542698493614895,47.44138245602898
Yellowstone & Wind River,Spring,big_storm_days_per_window,El Nino,weak,6,0.5061060815966401,0.6437986608405305,-0.13769257924389045,-21.387521847920873
Yellowstone & Wind River,Spring,big_storm_days_per_window,La Nina,moderate,4,0.2461815234859968,0.6437986608405305,-0.3976171373545337,-61.761100409157855
Yellowstone & Wind River,Spring,big_storm_days_per_window,La Nina,strong,5,0.6506506230816776,0.6437986608405305,0.006851962241147147,1.0643020338379336
Yellowstone & Wind River,Spring,big_storm_days_per_window,La Nina,weak,7,0.41409251105595646,0.6437986608405305,-0.22970614978457404,-35.67981167973763
Yellowstone & Wind River,Spring,big_storm_days_per_window,Neutral,neutral,16,0.7621572149929037,0.6437986608405305,0.11835855415237317,18.384405148939987
