region,window,metric,phase,strength,n_winters,mean,all_winters,diff,pct_change
Beartooth & Absaroka (Red Lodge),Early season,big_storm_days_per_window,El Nino,moderate,4,0.7091228061952647,1.1179725446452495,-0.40884973844998485,-36.57064213323051
Beartooth & Absaroka (Red Lodge),Early season,big_storm_days_per_window,El Nino,strong,3,0.8366636496150419,1.1179725446452495,-0.2813088950302076,-25.162415336368692
Beartooth & Absaroka (Red Lodge),Early season,big_storm_days_per_window,El Nino,very strong,3,0.7014600420891366,1.1179725446452495,-0.41651250255611294,-37.25605825930895
Beartooth & Absaroka (Red Lodge),Early season,big_storm_days_per_window,El Nino,weak,8,1.3510708931693873,1.1179725446452495,0.2330983485241378,20.85009597423554
Beartooth & Absaroka (Red Lodge),Early season,big_storm_days_per_window,La Nina,moderate,4,1.4202222985240818,1.1179725446452495,0.30224975387883224,27.035525633121956
Beartooth & Absaroka (Red Lodge),Early season,big_storm_days_per_window,La Nina,strong,6,1.9201830761989536,1.1179725446452495,0.802210531553704,71.75583473816508
Beartooth & Absaroka (Red Lodge),Early season,big_storm_days_per_window,La Nina,weak,8,0.9424408393608326,1.1179725446452495,-0.17553170528441697,-15.700895887395514
Beartooth & Absaroka (Red Lodge),Early season,big_storm_days_per_window,Neutral,neutral,16,0.9512300441302917,1.1179725446452495,-0.16674250051495787,-14.914722308128587
Beartooth & Absaroka (Red Lodge),Holidays,big_storm_days_per_window,El Nino,moderate,4,0.19799358010733822,0.43048831804464227,-0.23249473793730405,-54.00721185497861
Beartooth & Absaroka (Red Lodge),Holidays,big_storm_days_per_window,El Nino,strong,3,0.08203763812767166,0.43048831804464227,-0.3484506799169706,-80.94312094221236
Beartooth & Absaroka (Red Lodge),Holidays,big_storm_days_per_window,El Nino,very strong,3,0.4688233405996239,0.43048831804464227,0.03833502255498161,8.905008788416465
Beartooth & Absaroka (Red Lodge),Holidays,big_storm_days_per_window,El Nino,weak,8,0.42709589193499975,0.43048831804464227,-0.0033924261096425212,-0.7880413863613186
Beartooth & Absaroka (Red Lodge),Holidays,big_storm_days_per_window,La Nina,moderate,4,0.5589576791401618,0.43048831804464227,0.12846936109551954,29.842705530094566
Beartooth & Absaroka (Red Lodge),Holidays,big_storm_days_per_window,La Nina,strong,6,0.45077192007562333,0.43048831804464227,0.020283602030981063,4.711765959901756
Beartooth & Absaroka (Red Lodge),Holidays,big_storm_days_per_window,La Nina,weak,8,0.45096740961525816,0.43048831804464227,0.020479091570615893,4.7571770736162415
Beartooth & Absaroka (Red Lodge),Holidays,big_storm_days_per_window,Neutral,neutral,16,0.5253971843961468,0.43048831804464227,0.09490886635150453,22.0467925314671
Beartooth & Absaroka (Red Lodge),Midwinter,big_storm_days_per_window,El Nino,moderate,4,1.5335423076273853,1.1795637869998097,0.3539785206275756,30.00927330330401
Beartooth & Absaroka (Red Lodge),Midwinter,big_storm_days_per_window,El Nino,strong,3,0.5209204622119891,1.1795637869998097,-0.6586433247878206,-55.83787261416892
Beartooth & Absaroka (Red Lodge),Midwinter,big_storm_days_per_window,El Nino,very strong,3,0.7150887813186881,1.1795637869998097,-0.46447500568112154,-39.37684513548028
Beartooth & Absaroka (Red Lodge),Midwinter,big_storm_days_per_window,El Nino,weak,8,0.7541437763976995,1.1795637869998097,-0.4254200106021102,-36.065875817038695
Beartooth & Absaroka (Red Lodge),Midwinter,big_storm_days_per_window,La Nina,moderate,4,1.366960819019067,1.1795637869998097,0.18739703201925728,15.88697737965463
Beartooth & Absaroka (Red Lodge),Midwinter,big_storm_days_per_window,La Nina,strong,6,1.2338841997830758,1.1795637869998097,0.05432041278326616,4.605127198879913
Beartooth & Absaroka (Red Lodge),Midwinter,big_storm_days_per_window,La Nina,weak,8,1.5161339727367513,1.1795637869998097,0.33657018573694164,28.533445113044657
Beartooth & Absaroka (Red Lodge),Midwinter,big_storm_days_per_window,Neutral,neutral,16,1.1793490231237,1.1795637869998097,-0.000214763876109636,-0.018207059124448234
Beartooth & Absaroka (Red Lodge),Spring,big_storm_days_per_window,El Nino,moderate,4,1.0746614128514425,1.0012620184568253,0.07339939439461718,7.330687975934861
Beartooth & Absaroka (Red Lodge),Spring,big_storm_days_per_window,El Nino,strong,3,1.1992541029868333,1.0012620184568253,0.19799208453000805,19.77425298076914
Beartooth & Absaroka (Red Lodge),Spring,big_storm_days_per_window,El Nino,very strong,3,0.9654502170987111,1.0012620184568253,-0.035811801358114126,-3.5766663169055724
Beartooth & Absaroka (Red Lodge),Spring,big_storm_days_per_window,El Nino,weak,8,0.6968378553203278,1.0012620184568253,-0.30442416313649745,-30.404045846629135
Beartooth & Absaroka (Red Lodge),Spring,big_storm_days_per_window,La Nina,moderate,4,0.867394537603607,1.0012620184568253,-0.1338674808532183,-13.369875056235413
Beartooth & Absaroka (Red Lodge),Spring,big_storm_days_per_window,La Nina,strong,6,0.8873563965498162,1.0012620184568253,-0.11390562190700904,-11.376205209757558
Beartooth & Absaroka (Red Lodge),Spring,big_storm_days_per_window,La Nina,weak,8,0.8338743507928976,1.0012620184568253,-0.16738766766392765,-16.717668759862725
Beartooth & Absaroka (Red Lodge),Spring,big_storm_days_per_window,Neutral,neutral,16,1.112364278229272,1.0012620184568253,0.1111022597724467,11.096222339850742
Bighorn Mtns,Early season,big_storm_days_per_window,El Nino,moderate,4,0.5948684416149465,0.3299968570858894,0.26487158452905707,80.26488096525054
Bighorn Mtns,Early season,big_storm_days_per_window,El Nino,strong,3,0.23827203918656614,0.3299968570858894,-0.09172481789932324,-27.795664088840006
Bighorn Mtns,Early season,big_storm_days_per_window,El Nino,very strong,3,0.34000338713669703,0.3299968570858894,0.01000653005080765,3.032310713251192
Bighorn Mtns,Early season,big_storm_days_per_window,El Nino,weak,6,0.14564190050246784,0.3299968570858894,-0.18435495658342155,-55.86567042226068
Bighorn Mtns,Early season,big_storm_days_per_window,La Nina,moderate,4,0.2610695277088624,0.3299968570858894,-0.068927329377027,-20.887268438161836
Bighorn Mtns,Early season,big_storm_days_per_window,La Nina,strong,5,0.1935000587822749,0.3299968570858894,-0.1364967983036145,-41.36306009365659
Bighorn Mtns,Early season,big_storm_days_per_window,La Nina,weak,7,0.4073860756442122,0.3299968570858894,0.07738921855832281,23.4515017026906
Bighorn Mtns,Early season,big_storm_days_per_window,Neutral,neutral,16,0.3742635473388749,0.3299968570858894,0.04426669025298552,13.414276318839025
Bighorn Mtns,Holidays,big_storm_days_per_window,El Nino,moderate,4,0.02085556619692617,0.1298733528028874,-0.10901778660596123,-83.94161254265973
Bighorn Mtns,Holidays,big_storm_days_per_window,El Nino,strong,3,0.0,0.1298733528028874,-0.1298733528028874,-100.0
Bighorn Mtns,Holidays,big_storm_days_per_window,El Nino,very strong,3,0.03936331049955996,0.1298733528028874,-0.09051004230332743,-69.69100308105327
Bighorn Mtns,Holidays,big_storm_days_per_window,El Nino,weak,6,0.10683296536101194,0.1298733528028874,-0.02304038744187545,-17.74065806774429
Bighorn Mtns,Holidays,big_storm_days_per_window,La Nina,moderate,4,0.18053547406204137,0.1298733528028874,0.05066212125915398,39.00886530283496
Bighorn Mtns,Holidays,big_storm_days_per_window,La Nina,strong,5,0.25760205933797564,0.1298733528028874,0.12772870653508825,98.34866335432632
Bighorn Mtns,Holidays,big_storm_days_per_window,La Nina,weak,7,0.05460493333068171,0.1298733528028874,-0.07526841947220568,-57.95524474250139
Bighorn Mtns,Holidays,big_storm_days_per_window,Neutral,neutral,16,0.18743901373958266,0.1298733528028874,0.05756566093669527,44.32445893967515
Bighorn Mtns,Midwinter,big_storm_days_per_window,El Nino,moderate,4,0.36188547179726144,0.40444169210611003,-0.04255622030884859,-10.522213990164857
Bighorn Mtns,Midwinter,big_storm_days_per_window,El Nino,strong,3,0.03802954797971464,0.40444169210611003,-0.3664121441263954,-90.59702579581308
Bighorn Mtns,Midwinter,big_storm_days_per_window,El Nino,very strong,3,0.5887191632689889,0.40444169210611003,0.18427747116287885,45.56342107146844
Bighorn Mtns,Midwinter,big_storm_days_per_window,El Nino,weak,6,0.3208997992272501,0.40444169210611003,-0.08354189287885994,-20.656103094569623
Bighorn Mtns,Midwinter,big_storm_days_per_window,La Nina,moderate,4,0.5484012900692774,0.40444169210611003,0.14395959796316737,35.594648319639084
Bighorn Mtns,Midwinter,big_storm_days_per_window,La Nina,strong,5,0.48987767843551155,0.40444169210611003,0.08543598632940153,21.124426090816176
Bighorn Mtns,Midwinter,big_storm_days_per_window,La Nina,weak,7,0.41299632614616405,0.40444169210611003,0.008554634040054021,2.1151711623760123
Bighorn Mtns,Midwinter,big_storm_days_per_window,Neutral,neutral,16,0.4141279105823005,0.40444169210611003,0.009686218476190445,2.3949604269900915
Bighorn Mtns,Spring,big_storm_days_per_window,El Nino,moderate,4,1.0847730782603235,0.8241693778350269,0.2606037004252967,31.620162970609844
Bighorn Mtns,Spring,big_storm_days_per_window,El Nino,strong,3,0.9998946674554592,0.8241693778350269,0.17572528962043232,21.32150190802249
Bighorn Mtns,Spring,big_storm_days_per_window,El Nino,very strong,3,1.2152072394003748,0.8241693778350269,0.3910378615653479,47.44629830733915
Bighorn Mtns,Spring,big_storm_days_per_window,El Nino,weak,6,0.8226992673189909,0.8241693778350269,-0.0014701105160359607,-0.17837480444829523
Bighorn Mtns,Spring,big_storm_days_per_window,La Nina,moderate,4,0.643074387638249,0.8241693778350269,-0.18109499019677788,-21.97303067392386
Bighorn Mtns,Spring,big_storm_days_per_window,La Nina,strong,5,0.5471117166391691,0.8241693778350269,-0.27705766119585773,-33.61659249263155
Bighorn Mtns,Spring,big_storm_days_per_window,La Nina,weak,7,0.6445804036567211,0.8241693778350269,-0.17958897417830577,-21.790299301104817
Bighorn Mtns,Spring,big_storm_days_per_window,Neutral,neutral,16,0.8637260962007911,0.8241693778350269,0.03955671836576424,4.799586035297015
Bitterroot & Lolo (Montana Snowbowl),Early season,big_storm_days_per_window,El Nino,moderate,4,0.6517424633541042,0.9254210538356303,-0.2736785904815261,-29.573413026124626
Bitterroot & Lolo (Montana Snowbowl),Early season,big_storm_days_per_window,El Nino,strong,4,0.6624900093512966,0.9254210538356303,-0.2629310444843337,-28.412044808636313
Bitterroot & Lolo (Montana Snowbowl),Early season,big_storm_days_per_window,El Nino,very strong,3,0.48228897423060885,0.9254210538356303,-0.4431320796050215,-47.8843741201212
Bitterroot & Lolo (Montana Snowbowl),Early season,big_storm_days_per_window,El Nino,weak,9,1.0152345064143509,0.9254210538356303,0.08981345257872053,9.705144723741379
Bitterroot & Lolo (Montana Snowbowl),Early season,big_storm_days_per_window,La Nina,moderate,5,0.8486586420247166,0.9254210538356303,-0.0767624118109137,-8.294863348175774
Bitterroot & Lolo (Montana Snowbowl),Early season,big_storm_days_per_window,La Nina,strong,6,1.3884857035892815,0.9254210538356303,0.46306464975365114,50.038266131332136
Bitterroot & Lolo (Montana Snowbowl),Early season,big_storm_days_per_window,La Nina,weak,10,0.7254201953845911,0.9254210538356303,-0.2000008584510392,-21.611876844825122
Bitterroot & Lolo (Montana Snowbowl),Early season,big_storm_days_per_window,Neutral,neutral,17,1.045155028488141,0.9254210538356303,0.11973397465251068,12.938324037068792
Bitterroot & Lolo (Montana Snowbowl),Holidays,big_storm_days_per_window,El Nino,moderate,4,0.23619237337550333,0.6103346222752787,-0.3741422488997753,-61.301167465316475
Bitterroot & Lolo (Montana Snowbowl),Holidays,big_storm_days_per_window,El Nino,strong,4,0.38331886439639595,0.6103346222752787,-0.22701575787888273,-37.19529412121275
Bitterroot & Lolo (Montana Snowbowl),Holidays,big_storm_days_per_window,El Nino,very strong,3,0.47212593847743584,0.6103346222752787,-0.13820868379784285,-22.644739255101065
Bitterroot & Lolo (Montana Snowbowl),Holidays,big_storm_days_per_window,El Nino,weak,9,0.669229154044134,0.6103346222752787,0.058894531768855285,9.649547906900837
Bitterroot & Lolo (Montana Snowbowl),Holidays,big_storm_days_per_window,La Nina,moderate,5,0.6849241333249895,0.6103346222752787,0.07458951104971079,12.22108468493022
Bitterroot & Lolo (Montana Snowbowl),Holidays,big_storm_days_per_window,La Nina,strong,6,0.6257672641810144,0.6103346222752787,0.015432641905735678,2.528554229514954
Bitterroot & Lolo (Montana Snowbowl),Holidays,big_storm_days_per_window,La Nina,weak,10,0.9161514707655194,0.6103346222752787,0.3058168484902407,50.106423153610386
Bitterroot & Lolo (Montana Snowbowl),Holidays,big_storm_days_per_window,Neutral,neutral,17,0.5484482257634878,0.6103346222752787,-0.06188639651179084,-10.139748631837943
Bitterroot & Lolo (Montana Snowbowl),Midwinter,big_storm_days_per_window,El Nino,moderate,4,1.2016933103918863,1.5171594876709855,-0.3154661772790992,-20.793211250544008
Bitterroot & Lolo (Montana Snowbowl),Midwinter,big_storm_days_per_window,El Nino,strong,4,0.6938916348601761,1.5171594876709855,-0.8232678528108094,-54.26376458777056
Bitterroot & Lolo (Montana Snowbowl),Midwinter,big_storm_days_per_window,El Nino,very strong,3,0.6045939618586016,1.5171594876709855,-0.9125655258123839,-60.14961071846685
Bitterroot & Lolo (Montana Snowbowl),Midwinter,big_storm_days_per_window,El Nino,weak,9,0.8130939976687571,1.5171594876709855,-0.7040654900022284,-46.40682114990099
Bitterroot & Lolo (Montana Snowbowl),Midwinter,big_storm_days_per_window,La Nina,moderate,5,2.073804044884149,1.5171594876709855,0.5566445572131633,36.68991702828005
Bitterroot & Lolo (Montana Snowbowl),Midwinter,big_storm_days_per_window,La Nina,strong,6,1.894813304123904,1.5171594876709855,0.3776538164529184,24.892163251251883
Bitterroot & Lolo (Montana Snowbowl),Midwinter,big_storm_days_per_window,La Nina,weak,10,2.0319836553974144,1.5171594876709855,0.5148241677264289,33.933424396715424
Bitterroot & Lolo (Montana Snowbowl),Midwinter,big_storm_days_per_window,Neutral,neutral,17,1.6331449417194428,1.5171594876709855,0.11598545404845728,7.644908461569081
Bitterroot & Lolo (Montana Snowbowl),Spring,big_storm_days_per_window,El Nino,moderate,4,0.9475359669774772,0.6813058263657208,0.2662301406117564,39.07645147141979
Bitterroot & Lolo (Montana Snowbowl),Spring,big_storm_days_per_window,El Nino,strong,4,0.6218185577072112,0.6813058263657208,-0.05948726865850962,-8.731360624909321
Bitterroot & Lolo (Montana Snowbowl),Spring,big_storm_days_per_window,El Nino,very strong,3,0.25599996059947894,0.6813058263657208,-0.42530586576624185,-62.42510328070207
Bitterroot & Lolo (Montana Snowbowl),Spring,big_storm_days_per_window,El Nino,weak,9,0.5065001440271542,0.6813058263657208,-0.17480568233856664,-25.65744715130794
Bitterroot & Lolo (Montana Snowbowl),Spring,big_storm_days_per_window,La Nina,moderate,5,0.5790511229489372,0.6813058263657208,-0.10225470341678355,-15.008634809750454
Bitterroot & Lolo (Montana Snowbowl),Spring,big_storm_days_per_window,La Nina,strong,6,0.48762177883717966,0.6813058263657208,-0.19368404752854113,-28.428356258408495
Bitterroot & Lolo (Montana Snowbowl),Spring,big_storm_days_per_window,La Nina,weak,10,0.8312743929179998,0.6813058263657208,0.14996856655227897,22.011930729002277
Bitterroot & Lolo (Montana Snowbowl),Spring,big_storm_days_per_window,Neutral,neutral,17,0.8095394355692537,0.6813058263657208,0.12823360920353288,18.82173970059341
Black Hills (Terry Peak),Early season,big_storm_days_per_window,El Nino,moderate,2,0.0,0.25716640086726844,-0.25716640086726844,-100.0
Black Hills (Terry Peak),Early season,big_storm_days_per_window,El Nino,strong,2,0.0,0.25716640086726844,-0.25716640086726844,-100.0
Black Hills (Terry Peak),Early season,big_storm_days_per_window,El Nino,weak,4,0.22564254001873651,0.25716640086726844,-0.031523860848531926,-12.258156875167519
Black Hills (Terry Peak),Early season,big_storm_days_per_window,La Nina,moderate,2,0.0,0.25716640086726844,-0.25716640086726844,-100.0
Black Hills (Terry Peak),Early season,big_storm_days_per_window,La Nina,strong,2,0.1959390656185084,0.25716640086726844,-0.061227335248760034,-23.808450498306488
Black Hills (Terry Peak),Early season,big_storm_days_per_window,La Nina,weak,6,0.6666666666666666,0.25716640086726844,0.4095002657993982,159.23552393251947
Black Hills (Terry Peak),Early season,big_storm_days_per_window,Neutral,neutral,7,0.19883973303385957,0.25716640086726844,-0.05832666783340887,-22.68051644254767
Black Hills (Terry Peak),Holidays,big_storm_days_per_window,El Nino,moderate,2,0.0,0.11007541601000116,-0.11007541601000116,-100.00000000000001
Black Hills (Terry Peak),Holidays,big_storm_days_per_window,El Nino,strong,2,0.8431632112744898,0.11007541601000116,0.7330877952644886,665.98684959581
Black Hills (Terry Peak),Holidays,big_storm_days_per_window,El Nino,weak,4,0.1959390656185084,0.11007541601000116,0.08586364960850724,78.0043834680633
Black Hills (Terry Peak),Holidays,big_storm_days_per_window,La Nina,moderate,2,0.0,0.11007541601000116,-0.11007541601000116,-100.00000000000001
Black Hills (Terry Peak),Holidays,big_storm_days_per_window,La Nina,strong,2,0.0,0.11007541601000116,-0.11007541601000116,-100.00000000000001
Black Hills (Terry Peak),Holidays,big_storm_days_per_window,La Nina,weak,6,0.06531302187283614,0.11007541601000116,-0.044762394137165026,-40.66520551064556
Black Hills (Terry Peak),Holidays,big_storm_days_per_window,Neutral,neutral,7,0.0,0.11007541601000116,-0.11007541601000116,-100.00000000000001
Black Hills (Terry Peak),Midwinter,big_storm_days_per_window,El Nino,moderate,2,0.0,0.19148522855092853,-0.19148522855092853,-100.0
Black Hills (Terry Peak),Midwinter,big_storm_days_per_window,El Nino,strong,2,0.1959390656185084,0.19148522855092853,0.004453837067579874,2.325942894543067
Black Hills (Terry Peak),Midwinter,big_storm_days_per_window,El Nino,weak,4,0.25,0.19148522855092853,0.05851477144907147,30.5583735580463
Black Hills (Terry Peak),Midwinter,big_storm_days_per_window,La Nina,moderate,2,0.8723269927905177,0.19148522855092853,0.6808417642395892,355.5583735580463
Black Hills (Terry Peak),Midwinter,big_storm_days_per_window,La Nina,strong,2,0.3918781312370168,0.19148522855092853,0.20039290268608828,104.65188578908612
Black Hills (Terry Peak),Midwinter,big_storm_days_per_window,La Nina,weak,6,0.0587959757240031,0.19148522855092853,-0.13268925282692542,-69.29477215086312
Black Hills (Terry Peak),Midwinter,big_storm_days_per_window,Neutral,neutral,7,0.10079310124114817,0.19148522855092853,-0.09069212730978037,-47.36246654433678
Black Hills (Terry Peak),Spring,big_storm_days_per_window,El Nino,moderate,2,0.951285080037473,0.4282701942267745,0.5230148858106985,122.12264427016267
Black Hills (Terry Peak),Spring,big_storm_days_per_window,El Nino,strong,2,0.7154902040650075,0.4282701942267745,0.28722000983823304,67.06514105115296
Black Hills (Terry Peak),Spring,big_storm_days_per_window,El Nino,weak,4,0.3479695328092542,0.4282701942267745,-0.08030066141752029,-18.750000000000018
Black Hills (Terry Peak),Spring,big_storm_days_per_window,La Nina,moderate,2,0.3723269927905177,0.4282701942267745,-0.055943201436256806,-13.062595107105253
Black Hills (Terry Peak),Spring,big_storm_days_per_window,La Nina,strong,2,0.548714919962527,0.4282701942267745,0.12044472573575249,28.12353681376563
Black Hills (Terry Peak),Spring,big_storm_days_per_window,La Nina,weak,6,0.42140170800917814,0.4282701942267745,-0.006868486217596337,-1.6037740450271416
Black Hills (Terry Peak),Spring,big_storm_days_per_window,Neutral,neutral,7,0.2913003252704284,0.4282701942267745,-0.1369698689563461,-31.98211568368422
Blues & Wallowas (Anthony Lakes),Early season,big_storm_days_per_window,El Nino,moderate,4,0.3344451675886755,0.6532507154751611,-0.31880554788648563,-48.802938953475625
Blues & Wallowas (Anthony Lakes),Early season,big_storm_days_per_window,El Nino,strong,3,0.7616733557508045,0.6532507154751611,0.10842264027564341,16.597400922366997
Blues & Wallowas (Anthony Lakes),Early season,big_storm_days_per_window,El Nino,very strong,3,0.5719492352749757,0.6532507154751611,-0.08130148020018546,-12.445677941745297
Blues & Wallowas (Anthony Lakes),Early season,big_storm_days_per_window,El Nino,weak,6,0.4750876812380229,0.6532507154751611,-0.1781630342371382,-27.273301049130282
Blues & Wallowas (Anthony Lakes),Early season,big_storm_days_per_window,La Nina,moderate,4,0.8191918505295964,0.6532507154751611,0.1659411350544353,25.40236560379932
Blues & Wallowas (Anthony Lakes),Early season,big_storm_days_per_window,La Nina,strong,5,1.0121705174096973,0.6532507154751611,0.3589198019345362,54.94365232703424
Blues & Wallowas (Anthony Lakes),Early season,big_storm_days_per_window,La Nina,weak,7,0.5309531961760899,0.6532507154751611,-0.12229751929907118,-18.721375484466858
Blues & Wallowas (Anthony Lakes),Early season,big_storm_days_per_window,Neutral,neutral,16,0.6945354655967533,0.6532507154751611,0.04128475012159216,6.31989359423242
Blues & Wallowas (Anthony Lakes),Holidays,big_storm_days_per_window,El Nino,moderate,4,0.4191886321726868,0.45687849981858375,-0.037689867645896935,-8.249429040951313
Blues & Wallowas (Anthony Lakes),Holidays,big_storm_days_per_window,El Nino,strong,3,0.09927324004772753,0.45687849981858375,-0.3576052597708562,-78.27141349677284
Blues & Wallowas (Anthony Lakes),Holidays,big_storm_days_per_window,El Nino,very strong,3,0.6182810861626352,0.45687849981858375,0.16140258634405147,35.32724486009756
Blues & Wallowas (Anthony Lakes),Holidays,big_storm_days_per_window,El Nino,weak,6,0.3349710491941134,0.45687849981858375,-0.12190745062447034,-26.682684931087163
Blues & Wallowas (Anthony Lakes),Holidays,big_storm_days_per_window,La Nina,moderate,4,0.2677293521240709,0.45687849981858375,-0.18914914769451285,-41.400317101728305
Blues & Wallowas (Anthony Lakes),Holidays,big_storm_days_per_window,La Nina,strong,5,0.6156719817767654,0.45687849981858375,0.15879348195818166,34.75617303533325
Blues & Wallowas (Anthony Lakes),Holidays,big_storm_days_per_window,La Nina,weak,7,0.6527942744875234,0.45687849981858375,0.1959157746689396,42.881373219955286
Blues & Wallowas (Anthony Lakes),Holidays,big_storm_days_per_window,Neutral,neutral,16,0.4607554343757956,0.45687849981858375,0.0038769345572118308,0.848570146932122
Blues & Wallowas (Anthony Lakes),Midwinter,big_storm_days_per_window,El Nino,moderate,4,0.7995335719709297,0.8432887743644669,-0.04375520239353725,-5.188638070809464
Blues & Wallowas (Anthony Lakes),Midwinter,big_storm_days_per_window,El Nino,strong,3,0.4207036193368767,0.8432887743644669,-0.4225851550275902,-50.11155939388209
Blues & Wallowas (Anthony Lakes),Midwinter,big_storm_days_per_window,El Nino,very strong,3,0.5896518060527173,0.8432887743644669,-0.25363696831174964,-30.077119015713173
Blues & Wallowas (Anthony Lakes),Midwinter,big_storm_days_per_window,El Nino,weak,6,0.651168191787271,0.8432887743644669,-0.1921205825771959,-22.78230049036108
Blues & Wallowas (Anthony Lakes),Midwinter,big_storm_days_per_window,La Nina,moderate,4,0.938554563933141,0.8432887743644669,0.09526578956867404,11.296935577076761
Blues & Wallowas (Anthony Lakes),Midwinter,big_storm_days_per_window,La Nina,strong,5,1.421329862241024,0.8432887743644669,0.5780410878765571,68.54604323556778
Blues & Wallowas (Anthony Lakes),Midwinter,big_storm_days_per_window,La Nina,weak,7,0.44528215160114265,0.8432887743644669,-0.39800662276332427,-47.19695492961785
Blues & Wallowas (Anthony Lakes),Midwinter,big_storm_days_per_window,Neutral,neutral,16,1.0227380516607871,0.8432887743644669,0.1794492772963202,21.27969477971051
Blues & Wallowas (Anthony Lakes),Spring,big_storm_days_per_window,El Nino,moderate,4,0.2442021911270203,0.3826790819923201,-0.1384768908652998,-36.186166786111094
Blues & Wallowas (Anthony Lakes),Spring,big_storm_days_per_window,El Nino,strong,3,0.3280760747731135,0.3826790819923201,-0.05460300721920658,-14.268615607346522
Blues & Wallowas (Anthony Lakes),Spring,big_storm_days_per_window,El Nino,very strong,3,0.47177206493835205,0.3826790819923201,0.08909298294603196,23.28138305396582
Blues & Wallowas (Anthony Lakes),Spring,big_storm_days_per_window,El Nino,weak,6,0.2720329170502674,0.3826790819923201,-0.1106461649420527,-28.91356495526276
Blues & Wallowas (Anthony Lakes),Spring,big_storm_days_per_window,La Nina,moderate,4,0.2539182319928854,0.3826790819923201,-0.1287608499994347,-33.647214091001395
Blues & Wallowas (Anthony Lakes),Spring,big_storm_days_per_window,La Nina,strong,5,0.46033626206746947,0.3826790819923201,0.07765718007514938,20.293029781206556
Blues & Wallowas (Anthony Lakes),Spring,big_storm_days_per_window,La Nina,weak,7,0.6054202836657104,0.3826790819923201,0.22274120167339034,58.20574265876923
Blues & Wallowas (Anthony Lakes),Spring,big_storm_days_per_window,Neutral,neutral,16,0.36279681410740144,0.3826790819923201,-0.019882267884918647,-5.1955460385780015
Bridger/Gallatin/Madison (Big Sky),Early season,big_storm_days_per_window,El Nino,moderate,4,0.4499146799105831,0.8462446911707322,-0.3963300112601491,-46.83397312801439
Bridger/Gallatin/Madison (Big Sky),Early season,big_storm_days_per_window,El Nino,strong,4,0.5139799386264436,0.8462446911707322,-0.33226475254428856,-39.2634371607837
Bridger/Gallatin/Madison (Big Sky),Early season,big_storm_days_per_window,El Nino,very strong,3,0.840394363809799,0.8462446911707322,-0.005850327360933161,-0.691328101903902
Bridger/Gallatin/Madison (Big Sky),Early season,big_storm_days_per_window,El Nino,weak,9,0.84158884923611,0.8462446911707322,-0.004655841934622207,-0.550176796758525
Bridger/Gallatin/Madison (Big Sky),Early season,big_storm_days_per_window,La Nina,moderate,5,1.0554521706415148,0.8462446911707322,0.20920747947078255,24.72186610486805
Bridger/Gallatin/Madison (Big Sky),Early season,big_storm_days_per_window,La Nina,strong,6,1.4436668594307216,0.8462446911707322,0.5974221682599894,70.59685862649125
Bridger/Gallatin/Madison (Big Sky),Early season,big_storm_days_per_window,La Nina,weak,10,0.9029421567428708,0.8462446911707322,0.05669746557213862,6.6998902520381955
Bridger/Gallatin/Madison (Big Sky),Early season,big_storm_days_per_window,Neutral,neutral,18,0.6985246548319038,0.8462446911707322,-0.14772003633882835,-17.455948365769473
Bridger/Gallatin/Madison (Big Sky),Holidays,big_storm_days_per_window,El Nino,moderate,4,0.10509715449193707,0.415724790655473,-0.31062763616353595,-74.719536372553
Bridger/Gallatin/Madison (Big Sky),Holidays,big_storm_days_per_window,El Nino,strong,4,0.06683400292087566,0.415724790655473,-0.34889078773459736,-83.92349832794467
Bridger/Gallatin/Madison (Big Sky),Holidays,big_storm_days_per_window,El Nino,very strong,3,0.30032484598643827,0.415724790655473,-0.11539994466903475,-27.75873540932782
Bridger/Gallatin/Madison (Big Sky),Holidays,big_storm_days_per_window,El Nino,weak,9,0.4893189492404128,0.415724790655473,0.07359415858493978,17.702614864248034
Bridger/Gallatin/Madison (Big Sky),Holidays,big_storm_days_per_window,La Nina,moderate,5,0.3412092221782089,0.415724790655473,-0.0745155684772641,-17.924254254786067
Bridger/Gallatin/Madison (Big Sky),Holidays,big_storm_days_per_window,La Nina,strong,6,0.2612805419728267,0.415724790655473,-0.15444424868264633,-37.150598702361286
Bridger/Gallatin/Madison (Big Sky),Holidays,big_storm_days_per_window,La Nina,weak,10,0.5600586384513265,0.415724790655473,0.1443338477958535,34.718604961778304
Bridger/Gallatin/Madison (Big Sky),Holidays,big_storm_days_per_window,Neutral,neutral,18,0.5181792984545625,0.415724790655473,0.10245450779908943,24.644791482737766
Bridger/Gallatin/Madison (Big Sky),Midwinter,big_storm_days_per_window,El Nino,moderate,4,1.210267291990224,0.9622671514257509,0.24800014056447306,25.77248326486274
Bridger/Gallatin/Madison (Big Sky),Midwinter,big_storm_days_per_window,El Nino,strong,4,0.1452766513245114,0.9622671514257509,-0.8169905001012395,-84.90266958512913
Bridger/Gallatin/Madison (Big Sky),Midwinter,big_storm_days_per_window,El Nino,very strong,3,0.4954207304178384,0.9622671514257509,-0.4668464210079125,-48.5152611014733
Bridger/Gallatin/Madison (Big Sky),Midwinter,big_storm_days_per_window,El Nino,weak,9,0.9704740393997489,0.9622671514257509,0.008206887973997934,0.852870012432424
