region,window,metric,metric_label,n_total,test,n,r,r2,p,min_detectable_r,fdr_significant,n_tests
Central Oregon (Mt Bachelor),Midwinter,mean_swe,Base (mean SWE in window),46,within_nina,16,-0.6978443989787259,0.4869868051859791,0.0021995600879824036,0.6509928978614332,False,2619
Mt Hood,Spring,mean_swe,Base (mean SWE in window),48,within_nina,16,-0.677624775604296,0.45917533651277254,0.003799240151969606,0.6509928978614332,False,2619
Sawtooth & Smoky (Sun Valley),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,nested,46,,0.1781101759199415,0.004324266046755176,0.40301026636269627,False,2619
Central Oregon (Mt Bachelor),Spring,mean_swe,Base (mean SWE in window),46,within_nina,16,-0.6551654535466692,0.4292417715210128,0.004399120175964807,0.6509928978614332,False,2619
Mt Hood,Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nina,16,-0.6561150303924138,0.4304869331068381,0.004599080183963208,0.6509928978614332,False,2619
Mt Hood,Midwinter,new_snow_in_total,Total new snow in the window (in),48,within_nina,16,-0.6709701107661991,0.4502008895416054,0.0057988402319536095,0.6509928978614332,False,2619
Tushar Mtns (Eagle Point),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),47,within_nina,16,0.6192364384634204,0.3834537667208614,0.007798440311937612,0.6509928978614332,False,2619
S Sangre de Cristo (Santa Fe),Holidays,days_with_base,Days per 30 with a skiable base,30,nested,30,,0.22938270438981276,0.009924119342070825,0.49235588997361723,False,2619
Wind River Range,Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nino,16,0.6241647688144836,0.3895816586292377,0.010797840431913617,0.6509928978614332,False,2619
Tushar Mtns (Eagle Point),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),47,nested,47,,0.141715628266183,0.010810145856378184,0.39891242123069554,False,2619
Mt Hood,Midwinter,mean_swe,Base (mean SWE in window),48,within_nina,16,-0.6290719946153773,0.39573157440936935,0.010997800439912017,0.6509928978614332,False,2619
N Sangre de Cristo (Taos),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),47,within_nina,16,-0.6431280820689572,0.4136137299456954,0.010997800439912017,0.6509928978614332,False,2619
Chugach (Alyeska),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),43,within_nino,15,0.6326370605466104,0.4002296503770556,0.013597280543891222,0.6688990105175066,False,2619
Central Oregon (Mt Bachelor),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nina,16,-0.599383749838649,0.3592608795706401,0.013597280543891222,0.6509928978614332,False,2619
Gore & Tenmile (Vail/Summit/Copper),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nina,16,-0.605622868933601,0.3667790593753656,0.014797040591881624,0.6509928978614332,False,2619
Central Oregon (Mt Bachelor),Midwinter,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,-0.5994105169819235,0.3592929678685368,0.014797040591881624,0.6509928978614332,False,2619
Blue Mtns (Anthony Lakes),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nina,16,-0.5908849382728907,0.34914501027775785,0.015396920615876825,0.6509928978614332,False,2619
Wind River Range,Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,nested,48,,0.12561864482800092,0.015661215446109655,0.3949367405566347,False,2619
Mt Hood,Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nina,16,-0.5951259898406656,0.35417494378383196,0.016596680663867228,0.6509928978614332,False,2619
Blue Mtns (Anthony Lakes),Midwinter,new_snow_in_total,Total new snow in the window (in),48,within_nina,16,-0.5912923753039726,0.34962667309261397,0.016596680663867228,0.6509928978614332,False,2619
Beartooth & Absaroka (Red Lodge),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),53,nested,53,,0.1054586652644321,0.020069412797058983,0.37669626558347646,False,2619
Bighorn Mtns (Meadowlark),Early season,new_snow_in_total,Total new snow in the window (in),48,within_nina,16,0.5841654358182111,0.3412492564046805,0.020595880823835233,0.6509928978614332,False,2619
Bridger Range (Bridger Bowl),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),50,nested,50,,0.1109439401590922,0.020704798554504023,0.387328532677401,False,2619
Elk Mtns (Aspen/Crested Butte),Midwinter,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,-0.5636185909282323,0.31766591603992606,0.020795840831833633,0.6509928978614332,False,2619
Jemez (Pajarito),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,0.5866556184198058,0.34416481462352483,0.022795440911817635,0.6688990105175066,False,2619
Front Range (Winter Park/Loveland/A-Basin),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nina,16,-0.5580061644592483,0.3113708795745217,0.023395320935812838,0.6509928978614332,False,2619
Ruby Mtns & NE Nevada,Holidays,days_with_base,Days per 30 with a skiable base,46,within_nino,15,0.5498951134688169,0.302384635816883,0.02459508098380324,0.6688990105175066,False,2619
Bighorn Mtns (Meadowlark),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nina,16,0.5602748345256867,0.31390789020278564,0.02519496100779844,0.6509928978614332,False,2619
Blue Mtns (Anthony Lakes),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nina,16,-0.5688603159010988,0.3236020590070979,0.02559488102379524,0.6509928978614332,False,2619
S Sangre de Cristo (Santa Fe),Spring,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.1115545362518931,0.026707170694340365,0.40301026636269627,False,2619
Tushar Mtns (Eagle Point),Spring,new_snow_in_total,Total new snow in the window (in),47,nested,47,,0.10831474591708105,0.02727731607649264,0.39891242123069554,False,2619
Blue Mtns (Anthony Lakes),Midwinter,mean_swe,Base (mean SWE in window),48,within_nina,16,-0.5529386997551845,0.30574120568695407,0.027594481103779243,0.6509928978614332,False,2619
White Mtns AZ (Sunrise Park),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.10968794111842817,0.028090300025744308,0.40301026636269627,False,2619
W Central Idaho (Brundage/Tamarack),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,-0.5410411031625976,0.29272547531140053,0.028194361127774445,0.6509928978614332,False,2619
Klamath & Siskiyou (Mt Shasta),Midwinter,mean_depth,Base (mean snow depth),28,within_nina,12,-0.626369333099305,0.3923385414472681,0.028394321135772844,0.732389290340833,False,2619
Uinta Mtns,Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nina,16,-0.5496087799551904,0.3020698110038329,0.028794241151769647,0.6509928978614332,False,2619
Mt Hood,Midwinter,mean_depth,Base (mean snow depth),30,within_nina,12,-0.6265401248439306,0.3925525280394482,0.029194161167766446,0.732389290340833,False,2619
Coeur d'Alenes (Silver/Lookout),Spring,mean_swe,Base (mean SWE in window),44,within_nina,16,-0.5393387251756876,0.29088626047413585,0.029394121175764846,0.6509928978614332,False,2619
Tushar Mtns (Eagle Point),Spring,new_snow_in_total,Total new snow in the window (in),47,within_nina,16,0.5500473922791728,0.3025521337531182,0.02959408118376325,0.6509928978614332,False,2619
S Sangre de Cristo (Santa Fe),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.10760692764332386,0.029716837388539696,0.40301026636269627,False,2619
Chugach (Alyeska),Midwinter,new_snow_in_total,Total new snow in the window (in),43,within_nino,15,0.5586504067697489,0.3120902769840059,0.030393921215756847,0.6688990105175066,False,2619
Uinta Mtns,Midwinter,new_snow_in_total,Total new snow in the window (in),48,within_nina,16,-0.5493938729371786,0.3018336276209127,0.03059388122375525,0.6509928978614332,False,2619
Elk Mtns (Aspen/Crested Butte),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nina,16,-0.5333410638717966,0.2844526904118998,0.03079384123175365,0.6509928978614332,False,2619
Ruby Mtns & NE Nevada,Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nina,16,0.530773219417241,0.28172021045054263,0.03219356128774245,0.6509928978614332,False,2619
Klamath & Siskiyou (Mt Shasta),Midwinter,mean_swe,Base (mean SWE in window),46,within_nina,16,-0.5407029557473537,0.29235968635392473,0.03219356128774245,0.6509928978614332,False,2619
E Cascades rain shadow (Mission Ridge),Spring,mean_swe,Base (mean SWE in window),45,within_nino,15,0.543933364255104,0.2958635047498756,0.03259348130373925,0.6688990105175066,False,2619
Front Range (Winter Park/Loveland/A-Basin),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),48,nested,48,,0.09895601467072107,0.03323749771429363,0.3949367405566347,False,2619
W Central Idaho (Brundage/Tamarack),Midwinter,mean_swe,Base (mean SWE in window),46,within_nina,16,-0.5440714134067077,0.2960137028863727,0.033593281343731254,0.6509928978614332,False,2619
S Washington Cascades (Crystal/White Pass),Midwinter,mean_swe,Base (mean SWE in window),45,within_nina,16,-0.5318197411716655,0.2828322370998973,0.033593281343731254,0.6509928978614332,False,2619
Tushar Mtns (Eagle Point),Early season,days_with_base,Days per 30 with a skiable base,41,within_nina,14,0.572775125088137,0.328071343919731,0.03459308138372325,0.6882955938502429,False,2619
Klamath & Siskiyou (Mt Shasta),Spring,mean_swe,Base (mean SWE in window),46,within_nino,15,0.5432094483464818,0.29507650477288905,0.03499300139972006,0.6688990105175066,False,2619
Front Range (Winter Park/Loveland/A-Basin),Midwinter,new_snow_in_total,Total new snow in the window (in),48,nested,48,,0.09659286705708471,0.03552967911800875,0.3949367405566347,False,2619
E Cascades rain shadow (Mission Ridge),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),45,within_nino,15,0.5413246236717991,0.29303234819341495,0.03559288142371526,0.6688990105175066,False,2619
Elk Mtns (Aspen/Crested Butte),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,-0.5426230957546088,0.2944398240463153,0.03559288142371526,0.6688990105175066,False,2619
Blue Mtns (Anthony Lakes),Midwinter,days_with_base,Days per 30 with a skiable base,48,within_nino,16,0.5168697592222287,0.2671543479984446,0.03579284143171366,0.6509928978614332,False,2619
Madison & Gallatin (Big Sky),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),60,nested,60,,0.07608183225158967,0.03610258588899318,0.35493516594241575,False,2619
Bridger Range (Bridger Bowl),Midwinter,new_snow_in_total,Total new snow in the window (in),50,nested,50,,0.09151077597382429,0.03663317516129627,0.387328532677401,False,2619
Blue Mtns (Anthony Lakes),Midwinter,days_with_base,Days per 30 with a skiable base,48,within_nina,16,-0.5255248747552903,0.2761763939865636,0.03679264147170566,0.6509928978614332,False,2619
Jemez (Pajarito),Holidays,mean_swe,Base (mean SWE in window),46,within_nino,15,0.5263510369052564,0.2770454140512386,0.03699260147970406,0.6688990105175066,False,2619
S Washington Cascades (Crystal/White Pass),Spring,mean_swe,Base (mean SWE in window),45,within_nina,16,-0.5253901810220719,0.2760348423144055,0.03719256148770246,0.6509928978614332,False,2619
Mt Hood,Midwinter,days_with_base,Days per 30 with a skiable base,48,within_nina,16,-0.5175332058699328,0.2678406191780102,0.03739252149570086,0.6509928978614332,False,2619
Selkirks (Schweitzer),Midwinter,mean_swe,Base (mean SWE in window),43,within_nina,16,-0.5284822846959583,0.27929352523745987,0.03779244151169766,0.6509928978614332,False,2619
Jemez (Pajarito),Early season,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,0.5373248435754956,0.2887179875234308,0.038792241551689664,0.6688990105175066,False,2619
White Mtns AZ (Sunrise Park),Spring,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.09740770728871595,0.03916155314640857,0.40301026636269627,False,2619
Markagunt (Brian Head),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.09708585187019655,0.03950436470534813,0.40301026636269627,False,2619
Gore & Tenmile (Vail/Summit/Copper),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),48,nested,48,,0.09257333187070628,0.03980043366360975,0.3949367405566347,False,2619
Bighorn Mtns (Meadowlark),Early season,mean_swe,Base (mean SWE in window),48,within_nina,16,0.5066216822625109,0.2566655289384966,0.03999200159968006,0.6509928978614332,False,2619
Whitefish & Flathead Range,Midwinter,days_with_base,Days per 30 with a skiable base,51,within_nina,17,-0.481559702200901,0.23189974678382044,0.04059188162367527,0.6344057021110318,False,2619
Jemez (Pajarito),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.09523633934126756,0.04153380426308895,0.40301026636269627,False,2619
Park Range (Steamboat),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),47,within_nina,16,-0.5163837036112272,0.26665212935524774,0.041791641671665665,0.6509928978614332,False,2619
Wind River Range,Midwinter,new_snow_in_total,Total new snow in the window (in),48,within_nina,16,-0.5116565569724312,0.2617924322928827,0.042191561687662464,0.6509928978614332,False,2619
Beartooth & Absaroka (Red Lodge),Midwinter,new_snow_in_total,Total new snow in the window (in),53,nested,53,,0.08076787272250832,0.043265000702833456,0.37669626558347646,False,2619
Central Oregon (Mt Bachelor),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,-0.5178294651274858,0.2681473549542181,0.04339132173565287,0.6509928978614332,False,2619
E Cascades rain shadow (Mission Ridge),Midwinter,new_snow_in_total,Total new snow in the window (in),45,within_nino,15,0.5301725743984951,0.2810829586443278,0.04379124175164967,0.6688990105175066,False,2619
Jemez (Pajarito),Spring,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.0932794885272232,0.0437958105849372,0.40301026636269627,False,2619
White Mtns AZ (Sunrise Park),Spring,mean_swe,Base (mean SWE in window),46,nested,46,,0.09266525335373291,0.04453121001668903,0.40301026636269627,False,2619
Gore & Tenmile (Vail/Summit/Copper),Midwinter,new_snow_in_total,Total new snow in the window (in),48,within_nina,16,-0.5042658825262264,0.254284080279954,0.04459108178364327,0.6509928978614332,False,2619
E Cascades rain shadow (Mission Ridge),Spring,days_with_base,Days per 30 with a skiable base,45,within_nino,15,0.5177226928945555,0.26803678673799025,0.04499100179964007,0.6688990105175066,False,2619
Klamath & Siskiyou (Mt Shasta),Midwinter,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,0.5228295825446686,0.27335077238383243,0.046390721855628876,0.6688990105175066,False,2619
Uinta Mtns,Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nina,16,-0.4977126502388004,0.24771788220773047,0.046390721855628876,0.6509928978614332,False,2619
Sawtooth & Smoky (Sun Valley),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nina,16,-0.49744810452355265,0.24745461669407537,0.046990601879624075,0.6509928978614332,False,2619
Blue Mtns (Anthony Lakes),Midwinter,mean_swe,Base (mean SWE in window),48,within_nino,16,0.4983079550270046,0.24831081804319524,0.04779044191161767,0.6509928978614332,False,2619
Klamath & Siskiyou (Mt Shasta),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,nested,46,,0.08992200379863766,0.04797133454914482,0.40301026636269627,False,2619
Ruby Mtns & NE Nevada,Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,nested,46,,0.08985784088039742,0.048054944313731585,0.40301026636269627,False,2619
Bighorn Mtns (Meadowlark),Holidays,mean_swe,Base (mean SWE in window),48,within_nina,16,0.5018884756454742,0.2518920419857378,0.04819036192761448,0.6509928978614332,False,2619
Elk Mtns (Aspen/Crested Butte),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,-0.5096406654059834,0.2597336078354535,0.04999000199960008,0.6509928978614332,False,2619
Gore & Tenmile (Vail/Summit/Copper),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,nested,48,,0.08410142557812862,0.05058281532225717,0.3949367405566347,False,2619
Markagunt (Brian Head),Spring,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.08778850125644404,0.05083231488847417,0.40301026636269627,False,2619
Ruby Mtns & NE Nevada,Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,nested,46,,0.0876390703493134,0.05103908080084962,0.40301026636269627,False,2619
Blue Mtns (Anthony Lakes),Holidays,mean_swe,Base (mean SWE in window),48,within_nino,16,0.49171535370993386,0.24178398907408535,0.05118976204759048,0.6509928978614332,False,2619
Sawtooth & Smoky (Sun Valley),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nino,15,0.49906619099174093,0.24906706299100484,0.05118976204759048,0.6688990105175066,False,2619
Klamath & Siskiyou (Mt Shasta),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,0.5196846048800661,0.2700720885493504,0.052189562087582485,0.6688990105175066,False,2619
Elk Mtns (Aspen/Crested Butte),Early season,days_with_base,Days per 30 with a skiable base,41,within_nina,14,0.5402555442913793,0.29187605313757453,0.05298940211957608,0.6882955938502429,False,2619
Klamath & Siskiyou (Mt Shasta),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nino,15,0.5126657869934542,0.26282620915361776,0.05378924215156969,0.6688990105175066,False,2619
W Central Idaho (Brundage/Tamarack),Midwinter,days_with_base,Days per 30 with a skiable base,46,within_nina,16,-0.47327976943655975,0.22399374015792314,0.05398920215956809,0.6509928978614332,False,2619
Front Range (Winter Park/Loveland/A-Basin),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,nested,48,,0.08171189036323485,0.054130651221927395,0.3949367405566347,False,2619
Ruby Mtns & NE Nevada,Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,0.494582843040126,0.24461218862965392,0.05418916216756649,0.6688990105175066,False,2619
E Cascades rain shadow (Mission Ridge),Spring,days_with_base,Days per 30 with a skiable base,45,nested,45,,0.08717356904944927,0.054588423354939075,0.40723664075787896,False,2619
S San Juans (Wolf Creek),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.08514032179657575,0.054626256534008766,0.40301026636269627,False,2619
Front Range (Winter Park/Loveland/A-Basin),Midwinter,new_snow_in_total,Total new snow in the window (in),48,within_nina,16,-0.48375640833623984,0.23402026260637881,0.05538892221555689,0.6509928978614332,False,2619
S Sangre de Cristo (Santa Fe),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,0.5081749409960779,0.2582417706563672,0.05538892221555689,0.6688990105175066,False,2619
Uinta Mtns,Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,nested,48,,0.08037651087597703,0.0562229739655663,0.3949367405566347,False,2619
San Francisco Peaks (AZ Snowbowl),Spring,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.0838731927747438,0.056542503965970936,0.40301026636269627,False,2619
Elk Mtns (Aspen/Crested Butte),Holidays,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,-0.5041354635660918,0.25415256562499833,0.05658868226354729,0.6688990105175066,False,2619
S Sangre de Cristo (Santa Fe),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nina,16,-0.47267582596282354,0.22342243644963744,0.05658868226354729,0.6509928978614332,False,2619
Blue Mtns (Anthony Lakes),Midwinter,mean_depth,Base (mean snow depth),28,within_nina,12,-0.5715711722990372,0.3266936050032957,0.05678864227154569,0.732389290340833,False,2619
Wind River Range,Spring,new_snow_in_total,Total new snow in the window (in),48,within_nino,16,0.4881171849269829,0.23825838622104245,0.05678864227154569,0.6509928978614332,False,2619
Tushar Mtns (Eagle Point),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),47,within_nina,16,0.4955650699256172,0.24558473853038187,0.05678864227154569,0.6509928978614332,False,2619
White Mtns AZ (Sunrise Park),Holidays,mean_swe,Base (mean SWE in window),46,within_nino,15,0.49978812066267764,0.2497881655555312,0.05698860227954409,0.6688990105175066,False,2619
Bitterroots (Lost Trail),Early season,new_snow_in_total,Total new snow in the window (in),59,within_nina,22,-0.41213013514237107,0.16985124829246903,0.057788442311537694,0.5667539699566799,False,2619
Coeur d'Alenes (Silver/Lookout),Midwinter,mean_swe,Base (mean SWE in window),44,within_nina,16,-0.4860041433673751,0.23620002737025605,0.057788442311537694,0.6509928978614332,False,2619
Snowy Range & Sierra Madre,Early season,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nina,16,0.4721147317046412,0.22289231989254532,0.057788442311537694,0.6509928978614332,False,2619
Bighorn Mtns (Meadowlark),Holidays,new_snow_in_total,Total new snow in the window (in),48,within_nina,16,-0.4864424720053002,0.2366262785706273,0.057788442311537694,0.6509928978614332,False,2619
Ruby Mtns & NE Nevada,Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.08252025530713673,0.058664403699511536,0.40301026636269627,False,2619
Sawtooth & Smoky (Sun Valley),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nina,16,0.4789376993509424,0.22938131985957366,0.0591881623675265,0.6509928978614332,False,2619
Central Cascades (Stevens/Snoqualmie),Spring,mean_swe,Base (mean SWE in window),45,within_nina,16,-0.46675876688955825,0.21786374646826098,0.060387922415516895,0.6509928978614332,False,2619
S San Juans (Wolf Creek),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nino,15,0.4885254577177261,0.23865712283831378,0.060387922415516895,0.6688990105175066,False,2619
Bighorn Mtns (Meadowlark),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nino,16,0.49074059104378154,0.24082632769800003,0.060787842431513694,0.6509928978614332,False,2619
Klamath & Siskiyou (Mt Shasta),Midwinter,days_with_base,Days per 30 with a skiable base,46,within_nina,16,-0.46989219380671327,0.2207986738004858,0.0611877624475105,0.6509928978614332,False,2619
Mt Hood,Spring,days_with_base,Days per 30 with a skiable base,48,within_nina,16,-0.45619808233731657,0.20811669032824506,0.0615876824635073,0.6509928978614332,False,2619
Wind River Range,Spring,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nino,16,0.47661561177046796,0.22716244138333744,0.0621875624875025,0.6509928978614332,False,2619
Bighorn Mtns (Meadowlark),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nina,16,0.4754192339184068,0.2260234479795648,0.0627874425114977,0.6509928978614332,False,2619
Snowy Range & Sierra Madre,Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nina,16,-0.47618804418729516,0.22675505342692137,0.0631873625274945,0.6509928978614332,False,2619
Madison & Gallatin (Big Sky),Midwinter,new_snow_in_total,Total new snow in the window (in),60,nested,60,,0.06013657668730003,0.06354143219546182,0.35493516594241575,False,2619
E Cascades rain shadow (Mission Ridge),Spring,mean_depth,Base (mean snow depth),25,nested,25,,0.15430043237134722,0.06372024179574165,0.5351255042517953,False,2619
Bitterroots (Lost Trail),Early season,days_with_base,Days per 30 with a skiable base,59,within_nina,22,-0.40688484359066845,0.16555527594380273,0.0657868426314737,0.5667539699566799,False,2619
Ruby Mtns & NE Nevada,Spring,mean_swe,Base (mean SWE in window),46,within_nino,15,0.4873768304416323,0.23753617485133163,0.06598680263947211,0.6688990105175066,False,2619
Gore & Tenmile (Vail/Summit/Copper),Midwinter,new_snow_in_total,Total new snow in the window (in),48,nested,48,,0.07404928910619286,0.06732317708345137,0.3949367405566347,False,2619
Klamath & Siskiyou (Mt Shasta),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nino,15,0.48139625501920413,0.23174235434651463,0.0673865226954609,0.6688990105175066,False,2619
Sawtooth & Smoky (Sun Valley),Midwinter,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,-0.4696562791218432,0.2205770205185747,0.0673865226954609,0.6509928978614332,False,2619
Blue Mtns (Anthony Lakes),Spring,days_with_base,Days per 30 with a skiable base,48,within_nina,16,-0.46585095002559906,0.2170171076397532,0.0687862427514497,0.6509928978614332,False,2619
S Washington Cascades (Crystal/White Pass),Midwinter,mean_depth,Base (mean snow depth),29,within_nina,12,-0.5379715757036537,0.28941341626507205,0.06898620275944811,0.732389290340833,False,2619
Bridger Range (Bridger Bowl),Early season,mean_swe,Base (mean SWE in window),50,within_nina,16,0.46097231359021534,0.21249547389671583,0.0691861627674465,0.6509928978614332,False,2619
Klamath & Siskiyou (Mt Shasta),Midwinter,mean_swe,Base (mean SWE in window),46,within_nino,15,0.481619522794997,0.23195736473728062,0.06938612277544491,0.6688990105175066,False,2619
W Central Idaho (Brundage/Tamarack),Spring,mean_swe,Base (mean SWE in window),46,within_nina,16,-0.46956326013133853,0.2204896552651711,0.06978604279144171,0.6509928978614332,False,2619
Blue Mtns (Anthony Lakes),Spring,mean_swe,Base (mean SWE in window),48,within_nina,16,-0.47369722637870454,0.22438906227887764,0.06998600279944012,0.6509928978614332,False,2619
White Mtns AZ (Sunrise Park),Spring,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,0.47507916046894705,0.22570020871187954,0.07018596280743851,0.6688990105175066,False,2619
Ruby Mtns & NE Nevada,Midwinter,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,0.4753789079637396,0.22598510613679762,0.07038592281543692,0.6688990105175066,False,2619
Markagunt (Brian Head),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,0.4721377641795223,0.22291406836443822,0.07038592281543692,0.6688990105175066,False,2619
Tetons (Jackson/Targhee),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,-0.4710001106433127,0.2218411042260128,0.07058588282343531,0.6509928978614332,False,2619
Central Cascades (Stevens/Snoqualmie),Spring,days_with_base,Days per 30 with a skiable base,45,nested,45,,0.0774878733516726,0.07068516402608649,0.40723664075787896,False,2619
Uinta Mtns,Early season,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nina,16,0.4591628571778581,0.2108305294117341,0.07118576284743051,0.6509928978614332,False,2619
S Washington Cascades (Crystal/White Pass),Midwinter,new_snow_in_total,Total new snow in the window (in),45,within_nina,16,-0.458641515204704,0.2103520394692667,0.07118576284743051,0.6509928978614332,False,2619
Tushar Mtns (Eagle Point),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),47,within_nino,16,0.450892990666763,0.20330448903241766,0.07158568286342731,0.6509928978614332,False,2619
Uinta Mtns,Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nina,16,0.4554399222838011,0.20742552280987478,0.07198560287942411,0.6509928978614332,False,2619
N Sierra / Tahoe (Palisades/Heavenly/Rose),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nino,16,0.4693203239309696,0.22026156645467027,0.07238552289542091,0.6509928978614332,False,2619
S Sangre de Cristo (Santa Fe),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nina,16,0.4599695744455971,0.2115720094156637,0.07258548290341932,0.6509928978614332,False,2619
Selkirks (Schweitzer),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),45,within_nina,16,-0.45764519423803923,0.20943912380917265,0.07278544291141771,0.6509928978614332,False,2619
Park Range (Steamboat),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),47,within_nina,16,0.4549231570952052,0.20695507886146874,0.07358528294341132,0.6509928978614332,False,2619
Bighorn Mtns (Meadowlark),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nina,16,-0.449650661730845,0.2021857175949868,0.07418516296740651,0.6509928978614332,False,2619
Snowy Range & Sierra Madre,Early season,new_snow_in_total,Total new snow in the window (in),48,within_nina,16,0.46027837645542846,0.21185618383244512,0.07458508298340331,0.6509928978614332,False,2619
Bridger Range (Bridger Bowl),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),50,within_nino,18,-0.4373187990582032,0.1912477320097091,0.07478504299140172,0.6189900709973589,False,2619
Gore & Tenmile (Vail/Summit/Copper),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nino,16,-0.422714697612622,0.17868771557773044,0.07558488302339532,0.6509928978614332,False,2619
