region,window,metric,metric_label,n_total,test,n,r,r2,p,min_detectable_r,fdr_significant,n_tests
Tetons (Jackson/Targhee),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,nested,46,,0.0006953370517352757,0.8650826956833958,0.40301026636269627,False,2619
Snowy Range & Sierra Madre,Midwinter,days_with_base,Days per 30 with a skiable base,48,nested,48,,0.000663286760200785,0.8650923417215508,0.3949367405566347,False,2619
Wasatch (Alta/Snowbird/Park City),Holidays,mean_swe,Base (mean SWE in window),48,nested,48,,0.0006606534435725149,0.8653579330300836,0.3949367405566347,False,2619
S Sangre de Cristo (Santa Fe),Early season,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,-0.044164072425826144,0.001950465293233617,0.865626874625075,0.6509928978614332,False,2619
Central Cascades (Stevens/Snoqualmie),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),45,within_nino,15,-0.04270804653360607,0.0018239772387166613,0.8658268346330734,0.6688990105175066,False,2619
Blue Mtns (Anthony Lakes),Early season,mean_swe,Base (mean SWE in window),48,within_nina,16,-0.04588647661213294,0.002105568735875823,0.8658268346330734,0.6509928978614332,False,2619
S Sierra (Mammoth/June),Midwinter,days_with_base,Days per 30 with a skiable base,48,within_nina,16,-0.04778481269933799,0.0022833883247108137,0.8658268346330734,0.6509928978614332,False,2619
Selkirks (Schweitzer),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),44,within_nino,14,0.048681932707293624,0.0023699305721174646,0.8660267946410718,0.6882955938502429,False,2619
Beartooth & Absaroka (Red Lodge),Midwinter,days_with_base,Days per 30 with a skiable base,53,within_nina,19,-0.044139759369929824,0.0019483183572353076,0.8664267146570686,0.6046192670424827,False,2619
S Sangre de Cristo (Santa Fe),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nina,16,0.048000859187825935,0.0023040824827694935,0.8664267146570686,0.6509928978614332,False,2619
Jemez (Pajarito),Spring,mean_depth,Base (mean snow depth),25,nested,25,,0.0013722136104042785,0.8667375811833766,0.5351255042517953,False,2619
Elk Mtns (Aspen/Crested Butte),Spring,days_with_base,Days per 30 with a skiable base,46,nested,46,,0.0006709809567462622,0.867445231109288,0.40301026636269627,False,2619
Jemez (Pajarito),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.0006708321191041261,0.8674598025422656,0.40301026636269627,False,2619
Missoula ranges (Montana Snowbowl),Holidays,mean_swe,Base (mean SWE in window),46,within_nina,16,-0.04596911692565284,0.0021131597109243427,0.8684263147370526,0.6509928978614332,False,2619
San Francisco Peaks (AZ Snowbowl),Midwinter,mean_swe,Base (mean SWE in window),46,within_nino,15,0.04760395963298625,0.002266136972738984,0.869626074785043,0.6688990105175066,False,2619
Front Range (Winter Park/Loveland/A-Basin),Spring,mean_swe,Base (mean SWE in window),48,within_nina,16,-0.04655173995228072,0.002167064492584769,0.869626074785043,0.6509928978614332,False,2619
Snowy Range & Sierra Madre,Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nino,16,-0.04880229043388562,0.002381663551593324,0.8704259148170366,0.6509928978614332,False,2619
Markagunt (Brian Head),Holidays,days_with_base,Days per 30 with a skiable base,46,within_nino,15,-0.046605279009663436,0.0021720520315685753,0.8710257948410318,0.6688990105175066,False,2619
Coeur d'Alenes (Silver/Lookout),Early season,days_with_base,Days per 30 with a skiable base,45,within_nina,16,0.051287848124415586,0.0026304433652331195,0.8712257548490302,0.6509928978614332,False,2619
San Juans (Telluride/Purgatory),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,-0.04517659447381274,0.002040924688251328,0.871625674865027,0.6688990105175066,False,2619
Selkirks (Schweitzer),Midwinter,new_snow_in_total,Total new snow in the window (in),43,nested,43,,0.0006739048844418696,0.8720071087561093,0.4161028431113385,False,2619
Blue Mtns (Anthony Lakes),Midwinter,days_with_base,Days per 30 with a skiable base,48,nested,48,,0.0005946604017565203,0.8722007155474546,0.3949367405566347,False,2619
Blue Mtns (Anthony Lakes),Early season,mean_swe,Base (mean SWE in window),48,nested,48,,0.0005853642136835892,0.8731953516447429,0.3949367405566347,False,2619
S Washington Cascades (Crystal/White Pass),Spring,new_snow_in_total,Total new snow in the window (in),45,within_nino,15,0.0440730610143981,0.0019424347071788574,0.873625274945011,0.6688990105175066,False,2619
Wasatch (Alta/Snowbird/Park City),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,nested,48,,0.0005731481413213348,0.8745147835314022,0.3949367405566347,False,2619
S Sangre de Cristo (Santa Fe),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.0005987482814706712,0.8747231264606636,0.40301026636269627,False,2619
Mt Hood,Midwinter,mean_depth,Base (mean snow depth),30,nested,30,,0.000971227639985226,0.8749086422294341,0.49235588997361723,False,2619
Chugach (Alyeska),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),43,nested,43,,0.0006415546120194282,0.8750921436419167,0.4161028431113385,False,2619
S Sierra (Mammoth/June),Midwinter,days_with_base,Days per 30 with a skiable base,48,nested,48,,0.0005675002769921602,0.8751296641346081,0.3949367405566347,False,2619
San Francisco Peaks (AZ Snowbowl),Holidays,mean_swe,Base (mean SWE in window),46,within_nina,16,0.043301013608882714,0.0018749777795566461,0.8754249150169966,0.6509928978614332,False,2619
N Sangre de Cristo (Taos),Spring,mean_swe,Base (mean SWE in window),47,within_nina,16,0.04157103814683537,0.0017281512126056412,0.8754249150169966,0.6509928978614332,False,2619
Wasatch (Alta/Snowbird/Park City),Holidays,days_with_base,Days per 30 with a skiable base,48,within_nino,16,0.04500089767147072,0.0020250807912381786,0.8760247950409918,0.6509928978614332,False,2619
S San Juans (Wolf Creek),Holidays,mean_swe,Base (mean SWE in window),46,nested,46,,0.0005857005148975479,0.8760848974361154,0.40301026636269627,False,2619
San Francisco Peaks (AZ Snowbowl),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nina,16,-0.043167950528008925,0.001863471952788626,0.8762247550489902,0.6509928978614332,False,2619
N Sangre de Cristo (Taos),Midwinter,mean_depth,Base (mean snow depth),25,nested,25,,0.0011625905027741858,0.8772566995721565,0.5351255042517953,False,2619
Front Range (Winter Park/Loveland/A-Basin),Holidays,mean_swe,Base (mean SWE in window),48,nested,48,,0.0005470757034959863,0.8773798413484866,0.3949367405566347,False,2619
Ruby Mtns & NE Nevada,Early season,days_with_base,Days per 30 with a skiable base,46,within_nino,15,-0.041701336394843025,0.0017390014571158595,0.8774245150969806,0.6688990105175066,False,2619
W Central Idaho (Brundage/Tamarack),Spring,mean_swe,Base (mean SWE in window),46,nested,46,,0.0005729269099807125,0.8774331766303721,0.40301026636269627,False,2619
S Washington Cascades (Crystal/White Pass),Spring,mean_swe,Base (mean SWE in window),45,nested,45,,0.0005861556473000757,0.877527620734869,0.40723664075787896,False,2619
Selkirks (Schweitzer),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),44,within_nina,16,0.04207136277197354,0.0017699995654910012,0.878624275144971,0.6509928978614332,False,2619
Sawtooth & Smoky (Sun Valley),Holidays,mean_swe,Base (mean SWE in window),46,nested,46,,0.0005609512439926607,0.8787112674906704,0.40301026636269627,False,2619
N Sangre de Cristo (Taos),Early season,mean_swe,Base (mean SWE in window),47,within_nina,16,-0.04207405235351823,0.0017702258814465929,0.8788242351529694,0.6509928978614332,False,2619
Bitterroots (Lost Trail),Spring,new_snow_in_total,Total new snow in the window (in),59,within_nina,22,0.03589764409210693,0.0012886408513635799,0.8788242351529694,0.5667539699566799,False,2619
Jemez (Pajarito),Early season,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,-0.044009132569019,0.0019368037494774887,0.8794241151769646,0.6509928978614332,False,2619
Uinta Mtns,Midwinter,new_snow_in_total,Total new snow in the window (in),48,within_nino,16,-0.04216886962440588,0.0017782135654001408,0.8804239152169566,0.6509928978614332,False,2619
Sawtooth & Smoky (Sun Valley),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.0005422265927910549,0.8807379202808595,0.40301026636269627,False,2619
Jemez (Pajarito),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,-0.03951109771384509,0.0015611268425530147,0.8812237552489502,0.6509928978614332,False,2619
Bighorn Mtns (Meadowlark),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nina,16,-0.04212626929544182,0.001774622564752084,0.8814237152569486,0.6509928978614332,False,2619
Snowy Range & Sierra Madre,Spring,mean_swe,Base (mean SWE in window),48,nested,48,,0.0005051245367142679,0.8821405008195969,0.3949367405566347,False,2619
Elk Mtns (Aspen/Crested Butte),Holidays,mean_swe,Base (mean SWE in window),46,nested,46,,0.0005262891648050539,0.8824912481812675,0.40301026636269627,False,2619
Snowy Range & Sierra Madre,Holidays,days_with_base,Days per 30 with a skiable base,48,within_nino,16,-0.03852153681503778,0.0014839087985923111,0.8828234353129374,0.6509928978614332,False,2619
San Francisco Peaks (AZ Snowbowl),Holidays,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,-0.043799153326891785,0.0019183658321525758,0.8830233953209358,0.6509928978614332,False,2619
Tushar Mtns (Eagle Point),Early season,mean_swe,Base (mean SWE in window),47,nested,47,,0.0005086759752031032,0.8830870973698731,0.39891242123069554,False,2619
Whitefish & Flathead Range,Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),52,nested,52,,0.000449644710461608,0.8837913739340931,0.38014271330980004,False,2619
Bridger Range (Bridger Bowl),Holidays,new_snow_in_total,Total new snow in the window (in),50,within_nino,18,-0.039959160101751955,0.0015967344760374452,0.8842231553689263,0.6189900709973589,False,2619
Front Range (Winter Park/Loveland/A-Basin),Early season,new_snow_in_total,Total new snow in the window (in),48,within_nino,16,-0.03901213736208604,0.0015219468615582693,0.8850229954009198,0.6509928978614332,False,2619
S Washington Cascades (Crystal/White Pass),Early season,new_snow_in_total,Total new snow in the window (in),45,within_nino,15,-0.041935443891446544,0.0017585814543726612,0.8852229554089183,0.6688990105175066,False,2619
San Juans (Telluride/Purgatory),Spring,mean_swe,Base (mean SWE in window),46,nested,46,,0.0004980913276623836,0.8856611204380053,0.40301026636269627,False,2619
Selkirks (Schweitzer),Spring,new_snow_in_total,Total new snow in the window (in),44,within_nino,14,-0.041408516492079175,0.0017146652380747932,0.8858228354329134,0.6882955938502429,False,2619
Markagunt (Brian Head),Midwinter,mean_swe,Base (mean SWE in window),46,within_nina,16,-0.03714018264235161,0.001379393166707236,0.8864227154569086,0.6509928978614332,False,2619
N Sangre de Cristo (Taos),Midwinter,mean_swe,Base (mean SWE in window),47,nested,47,,0.00047662275669224836,0.8868058161157204,0.39891242123069554,False,2619
Blue Mtns (Anthony Lakes),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),48,nested,48,,0.00046326833162795554,0.8870961886181922,0.3949367405566347,False,2619
S Washington Cascades (Crystal/White Pass),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),45,nested,45,,0.0004965550135044845,0.8872107603289954,0.40723664075787896,False,2619
Mt Hood,Early season,mean_swe,Base (mean SWE in window),48,within_nina,16,-0.041703719133949414,0.0017392001896033384,0.8874225154969007,0.6509928978614332,False,2619
Park Range (Steamboat),Midwinter,mean_depth,Base (mean snow depth),24,nested,24,,0.0010240464917230384,0.8875769179317051,0.5450809287304434,False,2619
Bitterroots (Lost Trail),Early season,new_snow_in_total,Total new snow in the window (in),59,within_nino,20,0.03399881662639313,0.0011559195319951062,0.887622475504899,0.5911839833526782,False,2619
Tushar Mtns (Eagle Point),Midwinter,days_with_base,Days per 30 with a skiable base,47,nested,47,,0.00046842958442749487,0.8877766723581625,0.39891242123069554,False,2619
Jemez (Pajarito),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,nested,46,,0.00047920362965015936,0.8878358549135781,0.40301026636269627,False,2619
Missoula ranges (Montana Snowbowl),Holidays,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.00047827248525575107,0.8879441874011699,0.40301026636269627,False,2619
S Sangre de Cristo (Santa Fe),Spring,mean_depth,Base (mean snow depth),25,nested,25,,0.0009639899867778301,0.8881610091630415,0.5351255042517953,False,2619
Front Range (Winter Park/Loveland/A-Basin),Holidays,days_with_base,Days per 30 with a skiable base,48,within_nino,16,0.03683244562522518,0.0013566290507351698,0.8884223155368927,0.6509928978614332,False,2619
San Juans (Telluride/Purgatory),Holidays,mean_swe,Base (mean SWE in window),46,within_nina,16,-0.03684381148255534,0.0013574664445620767,0.8888222355528894,0.6509928978614332,False,2619
Front Range (Winter Park/Loveland/A-Basin),Holidays,mean_depth,Base (mean snow depth),28,nested,28,,0.0008308463884277474,0.8888366342049127,0.5082126283577936,False,2619
Selkirks (Schweitzer),Holidays,mean_depth,Base (mean snow depth),25,nested,25,,0.000947564875781237,0.8891121399602213,0.5351255042517953,False,2619
Markagunt (Brian Head),Midwinter,mean_depth,Base (mean snow depth),25,nested,25,,0.0009475125784375289,0.8891151816956016,0.5351255042517953,False,2619
Tushar Mtns (Eagle Point),Early season,mean_swe,Base (mean SWE in window),47,within_nino,16,0.03839738427900236,0.0014743591194693777,0.8892221555688862,0.6509928978614332,False,2619
Elk Mtns (Aspen/Crested Butte),Early season,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.00046128168203483347,0.889940159447116,0.40301026636269627,False,2619
Central Oregon (Mt Bachelor),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,-0.03873730009703376,0.0015005784188076516,0.8910217956408718,0.6688990105175066,False,2619
Markagunt (Brian Head),Early season,days_with_base,Days per 30 with a skiable base,45,nested,45,,0.00046248561089661905,0.8911247766286754,0.40723664075787896,False,2619
S Sangre de Cristo (Santa Fe),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,-0.03696492564484851,0.0013664057279291792,0.8920215956808638,0.6509928978614332,False,2619
Markagunt (Brian Head),Holidays,mean_swe,Base (mean SWE in window),46,within_nino,15,0.03853903471295947,0.001485257196606695,0.8926214757048591,0.6688990105175066,False,2619
Gore & Tenmile (Vail/Summit/Copper),Holidays,mean_depth,Base (mean snow depth),28,nested,28,,0.0007705381715520361,0.8929234783506036,0.5082126283577936,False,2619
Madison & Gallatin (Big Sky),Holidays,new_snow_in_total,Total new snow in the window (in),60,nested,60,,0.00032502169002818123,0.8931480378944647,0.35493516594241575,False,2619
Selkirks (Schweitzer),Midwinter,mean_swe,Base (mean SWE in window),43,within_nino,14,-0.03794581687516249,0.0014398850183233666,0.8934213157368527,0.6882955938502429,False,2619
Ruby Mtns & NE Nevada,Holidays,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,0.03632501080694918,0.0013195064101249746,0.8936212757448511,0.6509928978614332,False,2619
Central Oregon (Mt Bachelor),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,-0.03681353739826864,0.001355236535773724,0.8936212757448511,0.6509928978614332,False,2619
Selkirks (Schweitzer),Early season,new_snow_in_total,Total new snow in the window (in),45,within_nino,15,-0.034949199014039756,0.0012214465117229574,0.8936212757448511,0.6688990105175066,False,2619
Wasatch (Alta/Snowbird/Park City),Spring,mean_swe,Base (mean SWE in window),48,nested,48,,0.00040614557440280766,0.8942436536978274,0.3949367405566347,False,2619
San Juans (Telluride/Purgatory),Holidays,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,-0.0357975338084706,0.0012814634267685958,0.8950209958008398,0.6509928978614332,False,2619
North Cascades (Mt Baker),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),31,nested,31,,0.0006479045084269037,0.8957236711462918,0.48496043336552974,False,2619
Gore & Tenmile (Vail/Summit/Copper),Holidays,mean_swe,Base (mean SWE in window),48,nested,48,,0.00039451883604960813,0.8957599232434555,0.3949367405566347,False,2619
Markagunt (Brian Head),Early season,days_with_base,Days per 30 with a skiable base,45,within_nino,15,-0.03474033275851612,0.001206890720172428,0.8964207158568286,0.6688990105175066,False,2619
S Washington Cascades (Crystal/White Pass),Holidays,mean_swe,Base (mean SWE in window),45,nested,45,,0.0004170211760612725,0.896584155349779,0.40723664075787896,False,2619
San Francisco Peaks (AZ Snowbowl),Spring,days_with_base,Days per 30 with a skiable base,46,within_nina,16,-0.03513894678375782,0.001234745581071764,0.8966206758648271,0.6509928978614332,False,2619
Mt Hood,Early season,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nino,16,0.03574510791579684,0.0012777127399119619,0.8972205558888222,0.6509928978614332,False,2619
Jemez (Pajarito),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,-0.03326418894659817,0.0011065062662749838,0.8974205158968206,0.6509928978614332,False,2619
Tetons (Jackson/Targhee),Holidays,days_with_base,Days per 30 with a skiable base,46,within_nino,15,0.036103934764993406,0.0013034941055148994,0.8974205158968206,0.6688990105175066,False,2619
Blue Mtns (Anthony Lakes),Midwinter,new_snow_in_total,Total new snow in the window (in),48,nested,48,,0.00037980632413472736,0.897711552462206,0.3949367405566347,False,2619
Bridger Range (Bridger Bowl),Holidays,mean_swe,Base (mean SWE in window),50,within_nino,18,0.03298909747985563,0.001088280552535417,0.8986202759448111,0.6189900709973589,False,2619
Markagunt (Brian Head),Spring,days_with_base,Days per 30 with a skiable base,46,within_nina,16,-0.030547578398592148,0.0009331545460181337,0.8998200359928015,0.6509928978614332,False,2619
S Washington Cascades (Crystal/White Pass),Holidays,new_snow_in_total,Total new snow in the window (in),45,nested,45,,0.00038602518696514944,0.9004816452731342,0.40723664075787896,False,2619
Wasatch (Alta/Snowbird/Park City),Midwinter,mean_swe,Base (mean SWE in window),48,nested,48,,0.0003586490611891074,0.9005866883671982,0.3949367405566347,False,2619
Uinta Mtns,Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nino,16,0.03753466259584264,0.0014088508961837486,0.9008198360327935,0.6509928978614332,False,2619
S San Juans (Wolf Creek),Early season,mean_swe,Base (mean SWE in window),46,within_nino,15,0.03626932316154479,0.0013154638025965695,0.9012197560487902,0.6688990105175066,False,2619
Wind River Range,Holidays,mean_swe,Base (mean SWE in window),48,nested,48,,0.0003519292087211747,0.9015178001766118,0.3949367405566347,False,2619
Whitefish & Flathead Range,Holidays,mean_depth,Base (mean snow depth),25,nested,25,,0.0007400233379866209,0.9019410603949348,0.5351255042517953,False,2619
Gore & Tenmile (Vail/Summit/Copper),Early season,mean_depth,Base (mean snow depth),28,nested,28,,0.0006451060480548402,0.9019805768319387,0.5082126283577936,False,2619
Selkirks (Schweitzer),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),45,within_nino,15,-0.038048338518819204,0.001447676064042661,0.9020195960807839,0.6688990105175066,False,2619
San Francisco Peaks (AZ Snowbowl),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.0003647742546091971,0.9020652687588763,0.40301026636269627,False,2619
Elk Mtns (Aspen/Crested Butte),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,nested,46,,0.0003646706581298508,0.9020791090459259,0.40301026636269627,False,2619
Central Cascades (Stevens/Snoqualmie),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),45,nested,45,,0.0003712991955516251,0.9023889760775481,0.40723664075787896,False,2619
Coeur d'Alenes (Silver/Lookout),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),45,within_nino,15,0.033635630484775865,0.0011313556381083835,0.9030193961207759,0.6688990105175066,False,2619
S Sierra (Mammoth/June),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nina,16,-0.033709849416857,0.0011363539477071743,0.9030193961207759,0.6509928978614332,False,2619
Wasatch (Alta/Snowbird/Park City),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nino,16,0.03306503686679662,0.0010932966630026197,0.9034193161367726,0.6509928978614332,False,2619
E Cascades rain shadow (Mission Ridge),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),45,within_nino,15,0.03765683658083828,0.00141803734127596,0.9034193161367726,0.6688990105175066,False,2619
N Sangre de Cristo (Taos),Early season,mean_depth,Base (mean snow depth),25,nested,25,,0.0007169077523955213,0.9034776542033104,0.5351255042517953,False,2619
Markagunt (Brian Head),Midwinter,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,0.03239870662923681,0.001049676191247353,0.903619276144771,0.6509928978614332,False,2619
S San Juans (Wolf Creek),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.00034922278764782473,0.9041657200970745,0.40301026636269627,False,2619
Markagunt (Brian Head),Holidays,mean_depth,Base (mean snow depth),25,nested,25,,0.0007028226190205445,0.9044262913053253,0.5351255042517953,False,2619
Front Range (Winter Park/Loveland/A-Basin),Early season,mean_swe,Base (mean SWE in window),48,nested,48,,0.0003305037773252591,0.9045483760258559,0.3949367405566347,False,2619
Whitefish & Flathead Range,Early season,mean_depth,Base (mean snow depth),25,nested,25,,0.0006922928805778256,0.9051417805712741,0.5351255042517953,False,2619
San Juans (Telluride/Purgatory),Holidays,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.0003419800256677785,0.9051601403778682,0.40301026636269627,False,2619
Missoula ranges (Montana Snowbowl),Holidays,new_snow_in_total,Total new snow in the window (in),46,within_nino,15,0.03623184957191826,0.0013127469234021133,0.9054189162167566,0.6688990105175066,False,2619
S Washington Cascades (Crystal/White Pass),Holidays,days_with_base,Days per 30 with a skiable base,45,within_nina,16,-0.03205708578142393,0.0010276567487975724,0.9058188362327535,0.6509928978614332,False,2619
San Francisco Peaks (AZ Snowbowl),Holidays,mean_depth,Base (mean snow depth),24,nested,24,,0.0007119155947974679,0.9061755692656995,0.5450809287304434,False,2619
Beartooth & Absaroka (Red Lodge),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),53,within_nino,18,-0.03148689881240815,0.0009914247968228296,0.9068186362727455,0.6189900709973589,False,2619
Sawtooth & Smoky (Sun Valley),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,-0.032822781248109174,0.0010773349688612272,0.9074185162967406,0.6688990105175066,False,2619
Snowy Range & Sierra Madre,Spring,mean_swe,Base (mean SWE in window),48,within_nina,16,-0.03065800688171186,0.0009399133859590918,0.9078184363127374,0.6509928978614332,False,2619
S Washington Cascades (Crystal/White Pass),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),45,within_nina,16,-0.03024075072363463,0.0009145030043290085,0.9078184363127374,0.6509928978614332,False,2619
San Francisco Peaks (AZ Snowbowl),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,0.03073638054737971,0.0009447250891533419,0.9084183163367326,0.6688990105175066,False,2619
Missoula ranges (Montana Snowbowl),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,0.032808659363545316,0.0010764081292331496,0.908618276344731,0.6688990105175066,False,2619
Tetons (Jackson/Targhee),Holidays,days_with_base,Days per 30 with a skiable base,46,nested,46,,0.00031716855225758455,0.9086502597795955,0.40301026636269627,False,2619
N Sierra / Tahoe (Palisades/Heavenly/Rose),Midwinter,mean_depth,Base (mean snow depth),28,nested,28,,0.0005526674086686934,0.9092439662985449,0.5082126283577936,False,2619
S San Juans (Wolf Creek),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,nested,46,,0.0003128590493913532,0.9092703833055885,0.40301026636269627,False,2619
Sawtooth & Smoky (Sun Valley),Holidays,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.0003119280775620797,0.9094049140829186,0.40301026636269627,False,2619
Central Oregon (Mt Bachelor),Holidays,days_with_base,Days per 30 with a skiable base,46,within_nino,15,0.03328860691192078,0.00110813135013638,0.9094181163767247,0.6688990105175066,False,2619
S Sierra (Mammoth/June),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nino,16,-0.03092989395080453,0.0009566583398080146,0.9094181163767247,0.6509928978614332,False,2619
Central Oregon (Mt Bachelor),Early season,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,-0.031786566590679716,0.0010103858156237158,0.909618076384723,0.6509928978614332,False,2619
Park Range (Steamboat),Holidays,mean_swe,Base (mean SWE in window),47,within_nino,16,0.03226128348198011,0.0010407904119046827,0.909618076384723,0.6509928978614332,False,2619
S Washington Cascades (Crystal/White Pass),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),45,within_nina,16,0.027901887393827866,0.0007785153201378504,0.909618076384723,0.6509928978614332,False,2619
Central Cascades (Stevens/Snoqualmie),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),45,within_nino,15,-0.03257753112330482,0.0010612955340898941,0.909618076384723,0.6688990105175066,False,2619
Markagunt (Brian Head),Midwinter,mean_swe,Base (mean SWE in window),46,nested,46,,0.0003083809405691899,0.9099193676525527,0.40301026636269627,False,2619
S Sierra (Mammoth/June),Holidays,mean_depth,Base (mean snow depth),26,nested,26,,0.0005939239772149609,0.910003815678983,0.5256903151516702,False,2619
Whitefish & Flathead Range,Early season,mean_swe,Base (mean SWE in window),52,nested,52,,0.00026815583960136246,0.9101329810142214,0.38014271330980004,False,2619
Central Cascades (Stevens/Snoqualmie),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),45,within_nina,16,-0.03218807988047662,0.0010360724863919435,0.9102179564087183,0.6509928978614332,False,2619
North Cascades (Mt Baker),Spring,mean_swe,Base (mean SWE in window),31,nested,31,,0.00047590236728692505,0.9105665602298582,0.48496043336552974,False,2619
Whitefish & Flathead Range,Midwinter,days_with_base,Days per 30 with a skiable base,51,nested,51,,0.00027055232587272574,0.9106850577446697,0.3836852887827403,False,2619
Whitefish & Flathead Range,Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),52,nested,52,,0.0002641827798023858,0.9107984977792786,0.38014271330980004,False,2619
North Cascades (Mt Baker),Midwinter,new_snow_in_total,Total new snow in the window (in),31,nested,31,,0.0004714721990964078,0.9109821597738073,0.48496043336552974,False,2619
Coeur d'Alenes (Silver/Lookout),Holidays,new_snow_in_total,Total new snow in the window (in),44,nested,44,,0.00031621748346689844,0.9110020944576462,0.41159838137646865,False,2619
Markagunt (Brian Head),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nino,15,0.029530452047074898,0.0008720475981045901,0.9110177964407119,0.6688990105175066,False,2619
Tetons (Jackson/Targhee),Early season,days_with_base,Days per 30 with a skiable base,46,within_nina,16,0.031858256816139,0.001014948527363067,0.9112177564487103,0.6509928978614332,False,2619
Beartooth & Absaroka (Red Lodge),Early season,mean_depth,Base (mean snow depth),25,nested,25,,0.0005972793107953615,0.9118648237536402,0.5351255042517953,False,2619
Wasatch (Alta/Snowbird/Park City),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,within_nino,16,-0.032007622565709985,0.001024487902308947,0.9122175564887023,0.6509928978614332,False,2619
Central Cascades (Stevens/Snoqualmie),Early season,new_snow_in_total,Total new snow in the window (in),45,within_nina,16,0.029815359173162536,0.0008889556426246874,0.9124175164967007,0.6509928978614332,False,2619
Uinta Mtns,Midwinter,days_with_base,Days per 30 with a skiable base,48,within_nina,16,0.03058271553528653,0.0009353024895122561,0.9128174365126974,0.6509928978614332,False,2619
Elk Mtns (Aspen/Crested Butte),Spring,days_with_base,Days per 30 with a skiable base,46,within_nino,15,0.0324241593067051,0.001051326106746591,0.9128174365126974,0.6688990105175066,False,2619
Chugach (Alyeska),Midwinter,days_with_base,Days per 30 with a skiable base,43,within_nina,15,-0.0339529967609936,0.0011528059890520419,0.9132173565286943,0.6688990105175066,False,2619
S Sangre de Cristo (Santa Fe),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,0.03086002034802269,0.0009523408558803744,0.9134173165366927,0.6509928978614332,False,2619
